# covariate data from Gray et al. (2015) Genetics 201:213-228
# nrow 1212
# ncol 10
ID,sex,Mom,Dad,grandparents,Cross,direction,DOB,wean,pgm
1833,F,1062,1059,686:791,B,WG,2012-10-17,2012-11-10,1
1841,F,1132,1131,784:687,B,GW,2012-10-17,2012-11-08,0
1849,M,1011,1012,784:687,B,GW,2012-10-23,2012-11-17,0
1858,M,1084,1081,784:687,B,GW,2012-10-25,2012-11-17,0
1994,M,1014,1013,686:791,B,WG,2012-10-27,2012-11-19,1
2002,M,1146,1144,686:791,B,WG,2012-10-27,2012-11-24,1
1788,F,1014,1013,686:791,B,WG,2012-10-08,2012-10-27,1
1796,M,1061,1063,686:791,B,WG,2012-10-08,2012-11-03,1
1804,M,652,624,526:554,A,WG,2012-10-09,2012-11-06,1
1811,M,1018,1015,686:791,B,WG,2012-10-13,2012-11-10,1
1818,F,1096,1097,686:791,B,WG,2012-10-15,2012-11-12,1
1826,M,1135,1133,784:687,B,GW,2012-10-16,2012-11-07,0
1834,M,1062,1059,686:791,B,WG,2012-10-17,2012-11-10,1
1842,M,1132,1131,784:687,B,GW,2012-10-17,2012-11-08,0
1850,F,1011,1012,784:687,B,GW,2012-10-23,2012-11-17,0
1995,M,1014,1013,686:791,B,WG,2012-10-27,2012-11-19,1
2003,M,1146,1144,686:791,B,WG,2012-10-27,2012-11-24,1
1789,F,1014,1013,686:791,B,WG,2012-10-08,2012-10-27,1
1797,F,1061,1063,686:791,B,WG,2012-10-08,2012-11-03,1
1812,F,1018,1015,686:791,B,WG,2012-10-13,2012-11-10,1
1819,F,1096,1097,686:791,B,WG,2012-10-15,2012-11-12,1
1827,M,1135,1133,784:687,B,GW,2012-10-16,2012-11-07,0
1835,M,1062,1059,686:791,B,WG,2012-10-17,2012-11-10,1
1843,M,1132,1131,784:687,B,GW,2012-10-17,2012-11-08,0
1851,M,1011,1012,784:687,B,GW,2012-10-23,2012-11-17,0
1859,M,1084,1081,784:687,B,GW,2012-10-25,2012-11-17,0
1996,M,1146,1144,686:791,B,WG,2012-10-27,2012-11-24,1
1860,M,1098,1099,686:791,B,WG,2012-10-28,2012-11-23,1
1790,F,1014,1013,686:791,B,WG,2012-10-08,2012-10-27,1
1798,M,1061,1063,686:791,B,WG,2012-10-08,2012-11-03,1
1813,F,1018,1015,686:791,B,WG,2012-10-13,2012-11-10,1
1820,F,669,739,526:554,A,WG,2012-10-16,2012-11-13,1
1828,M,1135,1133,784:687,B,GW,2012-10-16,2012-11-07,0
1836,M,1062,1059,686:791,B,WG,2012-10-17,2012-11-10,1
1844,F,1132,1131,784:687,B,GW,2012-10-17,2012-11-08,0
1989,M,1014,1013,686:791,B,WG,2012-10-27,2012-11-19,1
1861,F,1098,1099,686:791,B,WG,2012-10-28,2012-11-23,1
1791,M,1014,1013,686:791,B,WG,2012-10-08,2012-10-27,1
1799,F,1061,1063,686:791,B,WG,2012-10-08,2012-11-03,1
1806,M,1018,1015,686:791,B,WG,2012-10-13,2012-11-10,1
1821,F,669,739,526:554,A,WG,2012-10-16,2012-11-13,1
1829,F,1135,1133,784:687,B,GW,2012-10-16,2012-11-07,0
1837,F,1062,1059,686:791,B,WG,2012-10-17,2012-11-10,1
1845,M,1132,1131,784:687,B,GW,2012-10-17,2012-11-08,0
1853,F,1011,1012,784:687,B,GW,2012-10-23,2012-11-17,0
1990,F,1014,1013,686:791,B,WG,2012-10-27,2012-11-19,1
1792,F,1014,1013,686:791,B,WG,2012-10-08,2012-10-27,1
1800,F,1061,1063,686:791,B,WG,2012-10-08,2012-11-03,1
1807,F,1018,1015,686:791,B,WG,2012-10-13,2012-11-10,1
1822,M,669,739,526:554,A,WG,2012-10-16,2012-11-13,1
1830,F,1135,1133,784:687,B,GW,2012-10-16,2012-11-07,0
1838,F,1062,1059,686:791,B,WG,2012-10-17,2012-11-10,1
1846,M,1132,1131,784:687,B,GW,2012-10-17,2012-11-08,0
1854,M,1011,1012,784:687,B,GW,2012-10-23,2012-11-17,0
1991,F,1014,1013,686:791,B,WG,2012-10-27,2012-11-19,1
1999,F,1146,1144,686:791,B,WG,2012-10-27,2012-11-24,1
1868,F,1222,1129,784:687,B,GW,2012-10-29,2012-11-23,0
1972,F,1145,1150,686:791,B,WG,2012-10-29,2012-11-26,1
1880,F,1223,1130,784:687,B,GW,2012-10-29,2012-11-26,0
1888,F,1017,1015,686:791,B,WG,2012-10-29,2012-11-23,1
1896,M,1224,1225,784:687,B,GW,2012-10-29,2012-11-24,0
1904,M,1082,1080,784:687,B,GW,2012-10-30,2012-11-27,0
1912,M,1061,1063,686:791,B,WG,2012-11-02,2012-11-26,1
1935,F,1132,1131,784:687,B,GW,2012-11-08,2012-12-06,0
1943,F,1096,1097,686:791,B,WG,2012-11-08,2012-12-06,1
1951,M,1062,1059,686:791,B,WG,2012-11-10,2012-12-04,1
1864,M,1098,1099,686:791,B,WG,2012-10-28,2012-11-23,1
1973,M,1145,1150,686:791,B,WG,2012-10-29,2012-11-26,1
1881,M,1223,1130,784:687,B,GW,2012-10-29,2012-11-26,0
1889,F,1017,1015,686:791,B,WG,2012-10-29,2012-11-23,1
1897,M,1224,1225,784:687,B,GW,2012-10-29,2012-11-24,0
1905,M,1082,1080,784:687,B,GW,2012-10-30,2012-11-27,0
1913,F,1061,1063,686:791,B,WG,2012-11-02,2012-11-26,1
1920,F,1147,1148,686:791,B,WG,2012-11-02,2012-11-27,1
1936,F,1132,1131,784:687,B,GW,2012-11-08,2012-12-06,0
1944,M,1096,1097,686:791,B,WG,2012-11-08,2012-12-06,1
1952,F,1010,1130,784:687,B,GW,2012-11-12,2012-12-03,0
1866,M,1222,1129,784:687,B,GW,2012-10-29,2012-11-23,0
1974,M,1145,1150,686:791,B,WG,2012-10-29,2012-11-26,1
1882,F,1223,1130,784:687,B,GW,2012-10-29,2012-11-26,0
1890,F,1017,1015,686:791,B,WG,2012-10-29,2012-11-23,1
1898,F,1224,1225,784:687,B,GW,2012-10-29,2012-11-24,0
1906,M,1082,1080,784:687,B,GW,2012-10-30,2012-11-27,0
1914,M,1061,1063,686:791,B,WG,2012-11-02,2012-11-26,1
1921,M,1147,1148,686:791,B,WG,2012-11-02,2012-11-27,1
1937,M,1132,1131,784:687,B,GW,2012-11-08,2012-12-06,0
1945,F,1096,1097,686:791,B,WG,2012-11-08,2012-12-06,1
1953,F,1010,1130,784:687,B,GW,2012-11-12,2012-12-03,0
1867,F,1222,1129,784:687,B,GW,2012-10-29,2012-11-23,0
1975,M,1145,1150,686:791,B,WG,2012-10-29,2012-11-26,1
1883,F,1223,1130,784:687,B,GW,2012-10-29,2012-11-26,0
1891,M,1017,1015,686:791,B,WG,2012-10-29,2012-11-23,1
1899,F,1224,1225,784:687,B,GW,2012-10-29,2012-11-24,0
1907,F,1061,1063,686:791,B,WG,2012-11-02,2012-11-26,1
1915,F,1147,1148,686:791,B,WG,2012-11-02,2012-11-27,1
1922,F,1147,1148,686:791,B,WG,2012-11-02,2012-11-27,1
1946,M,1062,1059,686:791,B,WG,2012-11-10,2012-12-04,1
1863,M,1098,1099,686:791,B,WG,2012-10-28,2012-11-23,1
1884,M,1017,1015,686:791,B,WG,2012-10-29,2012-11-23,1
1900,F,1082,1080,784:687,B,GW,2012-10-30,2012-11-27,0
1908,M,1061,1063,686:791,B,WG,2012-11-02,2012-11-26,1
1916,M,1147,1148,686:791,B,WG,2012-11-02,2012-11-27,1
1939,F,1132,1131,784:687,B,GW,2012-11-08,2012-12-06,0
1947,F,1062,1059,686:791,B,WG,2012-11-10,2012-12-04,1
1954,M,1010,1130,784:687,B,GW,2012-11-12,2012-12-03,0
1869,M,1222,1129,784:687,B,GW,2012-10-29,2012-11-23,0
1877,F,1223,1130,784:687,B,GW,2012-10-29,2012-11-26,0
1885,M,1017,1015,686:791,B,WG,2012-10-29,2012-11-23,1
1893,M,1017,1015,686:791,B,WG,2012-10-29,2012-11-23,1
1901,F,1082,1080,784:687,B,GW,2012-10-30,2012-11-27,0
1909,M,1061,1063,686:791,B,WG,2012-11-02,2012-11-26,1
1917,F,1147,1148,686:791,B,WG,2012-11-02,2012-11-27,1
1932,F,1132,1131,784:687,B,GW,2012-11-08,2012-12-06,0
1940,M,1096,1097,686:791,B,WG,2012-11-08,2012-12-06,1
1948,F,1062,1059,686:791,B,WG,2012-11-10,2012-12-04,1
1955,M,1010,1130,784:687,B,GW,2012-11-12,2012-12-03,0
1870,F,1222,1129,784:687,B,GW,2012-10-29,2012-11-23,0
1878,M,1223,1130,784:687,B,GW,2012-10-29,2012-11-26,0
1886,M,1017,1015,686:791,B,WG,2012-10-29,2012-11-23,1
1894,M,1224,1225,784:687,B,GW,2012-10-29,2012-11-24,0
1902,M,1082,1080,784:687,B,GW,2012-10-30,2012-11-27,0
1910,M,1061,1063,686:791,B,WG,2012-11-02,2012-11-26,1
1918,F,1147,1148,686:791,B,WG,2012-11-02,2012-11-27,1
1933,F,1132,1131,784:687,B,GW,2012-11-08,2012-12-06,0
1941,M,1096,1097,686:791,B,WG,2012-11-08,2012-12-06,1
1949,M,1062,1059,686:791,B,WG,2012-11-10,2012-12-04,1
1956,F,1010,1130,784:687,B,GW,2012-11-12,2012-12-03,0
1971,M,1145,1150,686:791,B,WG,2012-10-29,2012-11-26,1
1879,M,1223,1130,784:687,B,GW,2012-10-29,2012-11-26,0
1887,M,1017,1015,686:791,B,WG,2012-10-29,2012-11-23,1
1895,F,1224,1225,784:687,B,GW,2012-10-29,2012-11-24,0
1903,M,1082,1080,784:687,B,GW,2012-10-30,2012-11-27,0
1911,M,1061,1063,686:791,B,WG,2012-11-02,2012-11-26,1
1919,M,1147,1148,686:791,B,WG,2012-11-02,2012-11-27,1
1942,F,1096,1097,686:791,B,WG,2012-11-08,2012-12-06,1
1950,M,1062,1059,686:791,B,WG,2012-11-10,2012-12-04,1
1957,F,1010,1130,784:687,B,GW,2012-11-12,2012-12-03,0
1965,M,1014,1013,686:791,B,WG,2012-11-19,2012-12-10,1
2008,F,1017,1015,686:791,B,WG,2012-11-23,2012-12-21,1
2016,F,1098,1099,686:791,B,WG,2012-11-23,2012-12-19,1
2023,F,1222,1129,784:687,B,GW,2012-11-23,2012-12-19,0
2031,F,1146,1144,686:791,B,WG,2012-11-23,2012-12-21,1
2039,M,1224,1225,784:687,B,GW,2012-11-24,2012-12-19,0
2047,M,1061,1063,686:791,B,WG,2012-11-26,2012-12-24,1
2055,M,1010,1130,784:687,B,GW,2012-12-03,2012-12-26,0
2071,F,1096,1097,686:791,B,WG,2012-12-05,2013-01-01,1
2079,F,1132,1131,784:687,B,GW,2012-12-06,2013-01-03,0
1958,F,1010,1130,784:687,B,GW,2012-11-12,2012-12-03,0
1966,F,1014,1013,686:791,B,WG,2012-11-19,2012-12-10,1
2009,M,1017,1015,686:791,B,WG,2012-11-23,2012-12-21,1
2017,F,1098,1099,686:791,B,WG,2012-11-23,2012-12-19,1
2024,F,1222,1129,784:687,B,GW,2012-11-23,2012-12-19,0
2032,M,1146,1144,686:791,B,WG,2012-11-23,2012-12-21,1
2040,M,1224,1225,784:687,B,GW,2012-11-24,2012-12-19,0
2048,F,1147,1148,686:791,B,WG,2012-11-27,2012-12-24,1
2056,F,1010,1130,784:687,B,GW,2012-12-03,2012-12-26,0
2072,F,1096,1097,686:791,B,WG,2012-12-05,2013-01-01,1
2080,M,1014,1013,686:791,B,WG,2012-12-10,2013-01-07,1
1959,F,1011,1012,784:687,B,GW,2012-11-16,2012-12-10,0
2010,M,1017,1015,686:791,B,WG,2012-11-23,2012-12-21,1
2018,M,1098,1099,686:791,B,WG,2012-11-23,2012-12-19,1
2025,F,1222,1129,784:687,B,GW,2012-11-23,2012-12-19,0
2033,M,1224,1225,784:687,B,GW,2012-11-24,2012-12-19,0
2049,M,1147,1148,686:791,B,WG,2012-11-27,2012-12-24,1
2057,F,1010,1130,784:687,B,GW,2012-12-03,2012-12-26,0
2065,M,1062,1059,686:791,B,WG,2012-12-04,2013-01-01,1
2073,M,1096,1097,686:791,B,WG,2012-12-05,2013-01-01,1
2081,F,1014,1013,686:791,B,WG,2012-12-10,2013-01-07,1
1967,F,1014,1013,686:791,B,WG,2012-11-19,2012-12-10,1
2011,F,1017,1015,686:791,B,WG,2012-11-23,2012-12-21,1
2019,M,1098,1099,686:791,B,WG,2012-11-23,2012-12-19,1
2026,F,1222,1129,784:687,B,GW,2012-11-23,2012-12-19,0
2034,F,1224,1225,784:687,B,GW,2012-11-24,2012-12-19,0
2042,M,669,739,526:554,A,WG,2012-11-25,2012-12-23,1
2050,F,1147,1148,686:791,B,WG,2012-11-27,2012-12-24,1
2058,F,1010,1130,784:687,B,GW,2012-12-03,2012-12-26,0
2066,M,1062,1059,686:791,B,WG,2012-12-04,2013-01-01,1
2074,M,1132,1131,784:687,B,GW,2012-12-06,2013-01-03,0
2082,M,1014,1013,686:791,B,WG,2012-12-10,2013-01-07,1
2004,M,625,624,526:554,A,WG,2012-11-22,2012-12-14,1
2012,F,1017,1015,686:791,B,WG,2012-11-23,2012-12-21,1
2020,F,1098,1099,686:791,B,WG,2012-11-23,2012-12-19,1
2027,M,1146,1144,686:791,B,WG,2012-11-23,2012-12-21,1
2035,M,1224,1225,784:687,B,GW,2012-11-24,2012-12-19,0
2043,M,669,739,526:554,A,WG,2012-11-25,2012-12-23,1
2051,F,1147,1148,686:791,B,WG,2012-11-27,2012-12-24,1
2059,M,1010,1130,784:687,B,GW,2012-12-03,2012-12-26,0
2067,F,1096,1097,686:791,B,WG,2012-12-05,2013-01-01,1
2075,M,1132,1131,784:687,B,GW,2012-12-06,2013-01-03,0
2083,F,1014,1013,686:791,B,WG,2012-12-10,2013-01-07,1
1962,M,1011,1012,784:687,B,GW,2012-11-16,2012-12-10,0
2005,M,625,624,526:554,A,WG,2012-11-22,2012-12-14,1
2013,M,1098,1099,686:791,B,WG,2012-11-23,2012-12-19,1
1960,F,1011,1012,784:687,B,GW,2012-11-16,2012-12-10,0
2028,M,1146,1144,686:791,B,WG,2012-11-23,2012-12-21,1
2036,F,1224,1225,784:687,B,GW,2012-11-24,2012-12-19,0
2044,F,1061,1063,686:791,B,WG,2012-11-26,2012-12-24,1
2052,M,1147,1148,686:791,B,WG,2012-11-27,2012-12-24,1
2060,M,1010,1130,784:687,B,GW,2012-12-03,2012-12-26,0
2068,M,1096,1097,686:791,B,WG,2012-12-05,2013-01-01,1
2076,F,1132,1131,784:687,B,GW,2012-12-06,2013-01-03,0
2084,M,1014,1013,686:791,B,WG,2012-12-10,2013-01-07,1
1963,M,1014,1013,686:791,B,WG,2012-11-19,2012-12-10,1
2006,F,625,624,526:554,A,WG,2012-11-22,2012-12-14,1
2014,M,1098,1099,686:791,B,WG,2012-11-23,2012-12-19,1
2021,F,1222,1129,784:687,B,GW,2012-11-23,2012-12-19,0
2029,M,1146,1144,686:791,B,WG,2012-11-23,2012-12-21,1
2037,F,1224,1225,784:687,B,GW,2012-11-24,2012-12-19,0
2045,M,1061,1063,686:791,B,WG,2012-11-26,2012-12-24,1
2053,F,1147,1148,686:791,B,WG,2012-11-27,2012-12-24,1
2061,M,1010,1130,784:687,B,GW,2012-12-03,2012-12-26,0
2069,M,1096,1097,686:791,B,WG,2012-12-05,2013-01-01,1
2077,M,1132,1131,784:687,B,GW,2012-12-06,2013-01-03,0
2085,F,1014,1013,686:791,B,WG,2012-12-10,2013-01-07,1
1964,F,1014,1013,686:791,B,WG,2012-11-19,2012-12-10,1
2007,F,625,624,526:554,A,WG,2012-11-22,2012-12-14,1
2015,F,1098,1099,686:791,B,WG,2012-11-23,2012-12-19,1
2022,M,1222,1129,784:687,B,GW,2012-11-23,2012-12-19,0
2030,F,1146,1144,686:791,B,WG,2012-11-23,2012-12-21,1
2038,M,1224,1225,784:687,B,GW,2012-11-24,2012-12-19,0
2054,F,1147,1148,686:791,B,WG,2012-11-27,2012-12-24,1
2062,M,1062,1059,686:791,B,WG,2012-12-04,2013-01-01,1
2070,M,1096,1097,686:791,B,WG,2012-12-05,2013-01-01,1
2078,F,1132,1131,784:687,B,GW,2012-12-06,2013-01-03,0
2086,M,1014,1013,686:791,B,WG,2012-12-10,2013-01-07,1
2094,F,1011,1012,784:687,B,GW,2012-12-10,2013-01-07,0
2102,M,1017,1015,686:791,B,WG,2012-12-14,2013-01-04,1
2110,F,1098,1099,686:791,B,WG,2012-12-18,2013-01-15,1
2118,F,1222,1129,784:687,B,GW,2012-12-18,2013-01-15,0
2126,M,1146,1144,686:791,B,WG,2012-12-19,2013-01-16,1
2134,M,1224,1225,784:687,B,GW,2012-12-21,2013-01-18,0
2141,F,1224,1225,784:687,B,GW,2012-12-21,2013-01-18,0
2149,M,1010,1130,784:687,B,GW,2012-12-26,2013-01-22,0
2169,F,625,624,526:554,A,WG,2013-01-04,2013-01-27,1
2087,F,1014,1013,686:791,B,WG,2012-12-10,2013-01-07,1
2095,F,1011,1012,784:687,B,GW,2012-12-10,2013-01-07,0
2103,F,1017,1015,686:791,B,WG,2012-12-14,2013-01-04,1
2111,F,1098,1099,686:791,B,WG,2012-12-18,2013-01-15,1
2119,F,1222,1129,784:687,B,GW,2012-12-18,2013-01-15,0
2127,F,1146,1144,686:791,B,WG,2012-12-19,2013-01-16,1
2135,F,1224,1225,784:687,B,GW,2012-12-21,2013-01-18,0
2142,M,1147,1148,686:791,B,WG,2012-12-24,2013-01-21,1
2151,F,1010,1130,784:687,B,GW,2012-12-26,2013-01-22,0
2162,F,1096,1097,686:791,B,WG,2013-01-01,2013-01-29,1
2184,M,625,624,526:554,A,WG,2013-01-27,2013-02-24,1
2088,F,1011,1012,784:687,B,GW,2012-12-10,2013-01-07,0
2104,M,1017,1015,686:791,B,WG,2012-12-14,2013-01-04,1
2112,F,1098,1099,686:791,B,WG,2012-12-18,2013-01-15,1
2120,M,1222,1129,784:687,B,GW,2012-12-18,2013-01-15,0
2128,M,1146,1144,686:791,B,WG,2012-12-19,2013-01-16,1
2136,F,1224,1225,784:687,B,GW,2012-12-21,2013-01-18,0
2143,F,1147,1148,686:791,B,WG,2012-12-24,2013-01-21,1
2152,M,1010,1130,784:687,B,GW,2012-12-26,2013-01-22,0
2163,F,1096,1097,686:791,B,WG,2013-01-01,2013-01-29,1
2170,M,625,624,526:554,A,WG,2013-01-04,2013-01-27,1
2185,F,625,624,526:554,A,WG,2013-01-27,2013-02-24,1
2089,F,1011,1012,784:687,B,GW,2012-12-10,2013-01-07,0
2097,M,1011,1012,784:687,B,GW,2012-12-10,2013-01-07,0
2105,F,1017,1015,686:791,B,WG,2012-12-14,2013-01-04,1
2113,M,1098,1099,686:791,B,WG,2012-12-18,2013-01-15,1
2121,F,1222,1129,784:687,B,GW,2012-12-18,2013-01-15,0
2129,M,1146,1144,686:791,B,WG,2012-12-19,2013-01-16,1
2144,M,1147,1148,686:791,B,WG,2012-12-24,2013-01-21,1
2164,F,1096,1097,686:791,B,WG,2013-01-01,2013-01-29,1
2171,M,625,624,526:554,A,WG,2013-01-04,2013-01-27,1
2186,M,625,624,526:554,A,WG,2013-01-27,2013-02-24,1
2090,F,1011,1012,784:687,B,GW,2012-12-10,2013-01-07,0
2098,F,625,624,526:554,A,WG,2012-12-14,2013-01-04,1
2106,M,1017,1015,686:791,B,WG,2012-12-14,2013-01-04,1
2114,M,1098,1099,686:791,B,WG,2012-12-18,2013-01-15,1
2122,M,1222,1129,784:687,B,GW,2012-12-18,2013-01-15,0
2130,M,1146,1144,686:791,B,WG,2012-12-19,2013-01-16,1
2137,F,1224,1225,784:687,B,GW,2012-12-21,2013-01-18,0
2145,F,1147,1148,686:791,B,WG,2012-12-24,2013-01-21,1
2165,M,1096,1097,686:791,B,WG,2013-01-01,2013-01-29,1
2179,F,1010,1130,784:687,B,GW,2013-01-21,2013-02-25,0
2187,M,625,624,526:554,A,WG,2013-01-27,2013-02-24,1
2091,M,1011,1012,784:687,B,GW,2012-12-10,2013-01-07,0
2099,F,625,624,526:554,A,WG,2012-12-14,2013-01-04,1
2107,F,1017,1015,686:791,B,WG,2012-12-14,2013-01-04,1
2115,F,1098,1099,686:791,B,WG,2012-12-18,2013-01-15,1
2131,M,1146,1144,686:791,B,WG,2012-12-19,2013-01-16,1
2138,M,1224,1225,784:687,B,GW,2012-12-21,2013-01-18,0
2146,F,1147,1148,686:791,B,WG,2012-12-24,2013-01-21,1
2158,F,1096,1097,686:791,B,WG,2013-01-01,2013-01-29,1
2166,M,625,624,526:554,A,WG,2013-01-04,2013-01-27,1
2180,M,1010,1130,784:687,B,GW,2013-01-21,2013-02-25,0
2188,M,625,624,526:554,A,WG,2013-01-27,2013-02-24,1
2092,F,1011,1012,784:687,B,GW,2012-12-10,2013-01-07,0
2100,F,1017,1015,686:791,B,WG,2012-12-14,2013-01-04,1
2108,F,1098,1099,686:791,B,WG,2012-12-18,2013-01-15,1
2116,M,1098,1099,686:791,B,WG,2012-12-18,2013-01-15,1
2124,M,1222,1129,784:687,B,GW,2012-12-18,2013-01-15,0
2132,F,1146,1144,686:791,B,WG,2012-12-19,2013-01-16,1
2139,M,1224,1225,784:687,B,GW,2012-12-21,2013-01-18,0
2159,M,1096,1097,686:791,B,WG,2013-01-01,2013-01-29,1
2167,F,625,624,526:554,A,WG,2013-01-04,2013-01-27,1
2181,M,1010,1130,784:687,B,GW,2013-01-21,2013-02-25,0
2189,M,625,624,526:554,A,WG,2013-01-27,2013-02-24,1
2093,M,1011,1012,784:687,B,GW,2012-12-10,2013-01-07,0
2101,F,1017,1015,686:791,B,WG,2012-12-14,2013-01-04,1
2109,M,1098,1099,686:791,B,WG,2012-12-18,2013-01-15,1
2117,M,1222,1129,784:687,B,GW,2012-12-18,2013-01-15,0
2125,M,1222,1129,784:687,B,GW,2012-12-18,2013-01-15,0
2133,F,1224,1225,784:687,B,GW,2012-12-21,2013-01-18,0
2140,M,1224,1225,784:687,B,GW,2012-12-21,2013-01-18,0
2148,F,1147,1148,686:791,B,WG,2012-12-24,2013-01-21,1
2160,M,1096,1097,686:791,B,WG,2013-01-01,2013-01-29,1
2168,M,625,624,526:554,A,WG,2013-01-04,2013-01-27,1
2209,F,1011,1083,784:687,B,GW,2013-01-29,2013-02-20,0
2219,F,1223,1130,784:687,B,GW,2013-01-30,2013-02-26,0
2233,M,1222,1129,784:687,B,GW,2013-02-12,2013-03-12,0
2259,F,1011,1083,784:687,B,GW,2013-02-20,2013-03-20,0
2314,M,1095,1097,686:791,B,WG,2013-02-27,2013-03-27,1
2208,F,1011,1083,784:687,B,GW,2013-01-29,2013-02-20,0
2220,F,1223,1130,784:687,B,GW,2013-01-30,2013-02-26,0
2234,F,1222,1129,784:687,B,GW,2013-02-12,2013-03-12,0
2260,M,1011,1083,784:687,B,GW,2013-02-20,2013-03-20,0
2315,F,1095,1097,686:791,B,WG,2013-02-27,2013-03-27,1
2190,F,625,624,526:554,A,WG,2013-01-27,2013-02-24,1
2235,F,1222,1129,784:687,B,GW,2013-02-12,2013-03-12,0
2261,F,1011,1083,784:687,B,GW,2013-02-20,2013-03-20,0
2316,F,1095,1097,686:791,B,WG,2013-02-27,2013-03-27,1
2210,F,1011,1083,784:687,B,GW,2013-01-29,2013-02-20,0
2222,F,1223,1130,784:687,B,GW,2013-01-30,2013-02-26,0
2236,F,1222,1129,784:687,B,GW,2013-02-12,2013-03-12,0
2254,M,1011,1083,784:687,B,GW,2013-02-20,2013-03-20,0
2262,M,1223,1130,784:687,B,GW,2013-02-25,2013-03-25,0
2317,M,1095,1097,686:791,B,WG,2013-02-27,2013-03-27,1
2229,F,1222,1129,784:687,B,GW,2013-02-12,2013-03-12,0
2255,M,1011,1083,784:687,B,GW,2013-02-20,2013-03-20,0
2263,M,1223,1130,784:687,B,GW,2013-02-25,2013-03-25,0
2318,F,1095,1097,686:791,B,WG,2013-02-27,2013-03-27,1
2212,F,1011,1083,784:687,B,GW,2013-01-29,2013-02-20,0
2230,M,1222,1129,784:687,B,GW,2013-02-12,2013-03-12,0
2256,F,1011,1083,784:687,B,GW,2013-02-20,2013-03-20,0
2264,F,1223,1130,784:687,B,GW,2013-02-25,2013-03-25,0
2319,M,1095,1097,686:791,B,WG,2013-02-27,2013-03-27,1
2217,M,1223,1130,784:687,B,GW,2013-01-30,2013-02-26,0
2231,F,1222,1129,784:687,B,GW,2013-02-12,2013-03-12,0
2257,F,1011,1083,784:687,B,GW,2013-02-20,2013-03-20,0
2265,F,1223,1130,784:687,B,GW,2013-02-25,2013-03-25,0
2218,M,1223,1130,784:687,B,GW,2013-01-30,2013-02-26,0
2232,M,1222,1129,784:687,B,GW,2013-02-12,2013-03-12,0
2258,F,1011,1083,784:687,B,GW,2013-02-20,2013-03-20,0
2313,F,1095,1097,686:791,B,WG,2013-02-27,2013-03-27,1
568,F,653,663,555:522,A,GW,2012-07-11,2012-08-08,0
707,F,652,624,526:554,A,WG,2011-09-06,2011-09-28,1
715,F,637,645,555:522,A,GW,2011-09-06,2011-10-03,0
731,M,652,624,526:554,A,WG,2011-09-28,2011-10-26,1
741,M,637,645,555:522,A,GW,2011-10-03,2011-10-31,0
750,F,643,645,555:522,A,GW,2011-10-11,2011-11-08,0
758,M,626,624,526:554,A,WG,2011-10-12,2011-11-08,1
569,F,653,663,555:522,A,GW,2012-07-11,2012-08-08,0
708,F,637,645,555:522,A,GW,2011-09-06,2011-10-03,0
732,M,652,624,526:554,A,WG,2011-09-28,2011-10-26,1
742,F,637,645,555:522,A,GW,2011-10-03,2011-10-31,0
751,F,643,645,555:522,A,GW,2011-10-11,2011-11-08,0
759,F,626,624,526:554,A,WG,2011-10-12,2011-11-08,1
709,F,637,645,555:522,A,GW,2011-09-06,2011-10-03,0
725,M,652,624,526:554,A,WG,2011-09-28,2011-10-26,1
743,F,637,645,555:522,A,GW,2011-10-03,2011-10-31,0
752,M,643,645,555:522,A,GW,2011-10-11,2011-11-08,0
760,M,643,645,555:522,A,GW,2011-11-07,2011-12-06,0
702,F,652,624,526:554,A,WG,2011-09-06,2011-09-28,1
710,F,637,645,555:522,A,GW,2011-09-06,2011-10-03,0
726,M,652,624,526:554,A,WG,2011-09-28,2011-10-26,1
744,F,637,645,555:522,A,GW,2011-10-03,2011-10-31,0
753,M,643,645,555:522,A,GW,2011-10-11,2011-11-08,0
761,F,643,645,555:522,A,GW,2011-11-07,2011-12-06,0
703,M,652,624,526:554,A,WG,2011-09-06,2011-09-28,1
711,M,637,645,555:522,A,GW,2011-09-06,2011-10-03,0
727,M,652,624,526:554,A,WG,2011-09-28,2011-10-26,1
745,M,637,645,555:522,A,GW,2011-10-03,2011-10-31,0
754,M,643,645,555:522,A,GW,2011-10-11,2011-11-08,0
762,M,643,645,555:522,A,GW,2011-11-07,2011-12-06,0
704,M,652,624,526:554,A,WG,2011-09-06,2011-09-28,1
712,F,637,645,555:522,A,GW,2011-09-06,2011-10-03,0
728,M,652,624,526:554,A,WG,2011-09-28,2011-10-26,1
746,M,637,645,555:522,A,GW,2011-10-03,2011-10-31,0
755,F,643,645,555:522,A,GW,2011-10-11,2011-11-08,0
763,F,643,645,555:522,A,GW,2011-11-07,2011-12-06,0
705,F,652,624,526:554,A,WG,2011-09-06,2011-09-28,1
713,M,637,645,555:522,A,GW,2011-09-06,2011-10-03,0
729,F,652,624,526:554,A,WG,2011-09-28,2011-10-26,1
747,F,637,645,555:522,A,GW,2011-10-03,2011-10-31,0
756,F,643,645,555:522,A,GW,2011-10-11,2011-11-08,0
764,M,643,645,555:522,A,GW,2011-11-07,2011-12-06,0
706,F,652,624,526:554,A,WG,2011-09-06,2011-09-28,1
714,F,637,645,555:522,A,GW,2011-09-06,2011-10-03,0
730,M,652,624,526:554,A,WG,2011-09-28,2011-10-26,1
