# covariate data from Gatti et al. (2014) G3 4:1623-1633
# nrow 742
# ncol 5
id,Sex,Batch,ngen,birth_date
JAXW202.3252,M,7,5,2010-11-26
JAXW202.3254,M,7,5,2010-11-26
JAXW202.3255,M,7,5,2010-11-26
JAXW202.3256,M,7,5,2010-11-26
JAXW202.3257,M,7,5,2010-11-26
JAXW202.3258,M,7,5,2010-11-26
JAXW202.3259,M,7,5,2010-11-26
JAXW202.3260,F,7,5,2010-11-26
JAXW202.3261,M,7,5,2010-11-26
JAXW202.3265,M,7,5,2010-11-26
JAXW202.3266,M,7,5,2010-11-26
JAXW202.3267,F,5,5,2010-11-19
JAXW202.3269,F,5,5,2010-11-19
JAXW202.3270,F,5,5,2010-11-19
JAXW202.3271,F,5,5,2010-11-19
JAXW202.3272,F,5,5,2010-11-19
JAXW202.3273,F,5,5,2010-11-19
JAXW202.3275,F,5,5,2010-11-19
JAXW202.3277,F,5,5,2010-11-19
JAXW202.3278,F,5,5,2010-11-19
JAXW202.3280,F,5,5,2010-11-19
JAXW202.3284,F,5,5,2010-11-19
JAXW202.3285,F,5,5,2010-11-19
JAXW202.3287,F,5,5,2010-11-19
JAXW202.3288,F,5,5,2010-11-19
JAXW202.3289,F,5,5,2010-11-19
JAXW202.3291,M,7,5,2010-11-26
JAXW202.3292,M,7,5,2010-11-26
JAXW202.3293,M,7,5,2010-11-26
JAXW202.3294,M,7,5,2010-11-26
JAXW202.3296,M,7,5,2010-11-26
JAXW202.3297,M,7,5,2010-11-26
JAXW202.3298,M,7,5,2010-11-26
JAXW202.3299,M,7,5,2010-11-26
JAXW202.3300,M,7,5,2010-11-26
JAXW202.3301,M,7,5,2010-11-26
JAXW202.3302,M,7,5,2010-11-26
JAXW202.3304,F,5,5,2010-11-19
JAXW202.3305,F,5,5,2010-11-19
JAXW202.3308,F,5,5,2010-11-19
JAXW202.3311,F,5,5,2010-11-19
JAXW202.3312,F,5,5,2010-11-19
JAXW202.3313,F,5,5,2010-11-19
JAXW202.3316,F,5,5,2010-11-19
JAXW202.3317,F,5,5,2010-11-19
JAXW202.3318,F,5,5,2010-11-19
JAXW202.3320,F,5,5,2010-11-19
JAXW202.3321,F,5,5,2010-11-19
JAXW202.3322,F,5,5,2010-11-19
JAXW202.3323,F,5,5,2010-11-19
JAXW202.3324,F,5,5,2010-11-19
JAXW202.3325,F,5,5,2010-11-19
JAXW202.3326,F,5,5,2010-11-19
JAXW202.3327,F,5,5,2010-11-19
JAXW202.3328,F,5,5,2010-11-19
JAXW202.3329,F,5,5,2010-11-19
JAXW202.3330,F,5,5,2010-11-19
JAXW202.3331,F,5,5,2010-11-19
JAXW202.3332,F,5,5,2010-11-19
JAXW202.3333,F,6,5,2010-11-26
JAXW202.3334,F,6,5,2010-11-26
JAXW202.3335,F,6,5,2010-11-26
JAXW202.3336,F,6,5,2010-11-26
JAXW202.3337,F,6,5,2010-11-26
JAXW202.3338,F,6,5,2010-11-26
JAXW202.3339,F,6,5,2010-11-26
JAXW202.3340,F,6,5,2010-11-26
JAXW202.3341,F,6,5,2010-11-26
JAXW202.3342,F,6,5,2010-11-26
JAXW202.3343,F,6,5,2010-11-26
JAXW202.3345,F,6,5,2010-11-26
JAXW202.3346,F,6,5,2010-11-26
JAXW202.3347,F,6,5,2010-11-26
JAXW202.3348,F,6,5,2010-11-26
JAXW202.3349,F,6,5,2010-11-26
JAXW202.3350,F,6,5,2010-11-26
JAXW202.3351,F,6,5,2010-11-26
JAXW202.3352,F,6,5,2010-11-26
JAXW202.3353,F,6,5,2010-11-26
JAXW202.3354,F,6,5,2010-11-26
JAXW202.3355,F,6,5,2010-11-26
JAXW202.3356,F,6,5,2010-11-26
JAXW202.3357,F,6,5,2010-11-26
JAXW202.3359,F,6,5,2010-11-26
JAXW202.3360,F,6,5,2010-11-26
JAXW202.3361,F,6,5,2010-11-26
JAXW202.3362,F,6,5,2010-11-26
JAXW202.3363,F,5,5,2010-11-19
JAXW202.3364,F,5,5,2010-11-19
JAXW202.3365,F,6,5,2010-11-26
JAXW202.3366,F,6,5,2010-11-26
JAXW202.3367,F,6,5,2010-11-26
JAXW202.3368,F,6,5,2010-11-26
JAXW202.3369,F,6,5,2010-11-26
JAXW202.3370,F,6,5,2010-11-26
JAXW202.3371,F,6,5,2010-11-26
JAXW202.3374,F,6,5,2010-11-26
JAXW202.3375,F,6,5,2010-11-26
JAXW202.3376,F,6,5,2010-11-26
JAXW202.3377,F,6,5,2010-11-26
JAXW202.3378,F,6,5,2010-11-26
JAXW202.3379,F,6,5,2010-11-26
JAXW202.3380,F,6,5,2010-11-26
JAXW202.3381,F,6,5,2010-11-26
JAXW202.3382,F,6,5,2010-11-26
JAXW202.3383,F,6,5,2010-11-26
JAXW202.3384,F,6,5,2010-11-26
JAXW202.3385,F,6,5,2010-11-26
JAXW202.3386,F,6,5,2010-11-26
JAXW202.3387,F,6,5,2010-11-26
JAXW202.3388,F,6,5,2010-11-26
JAXW202.3389,F,6,5,2010-11-26
