# Genetic map for Maize MAGIC from Dell'Acqua et al (2015) doi:10.1186/s13059-015-0716-z
# nrow 41324
# ncol 3
Marker,Chr,cM
PUT.163a.74238957.3641,1,225.499804003109
PZE.101242961,1,225.499807749645
PZE.101242964,1,225.499809848092
SYN14929,1,225.649724672234
PZE.101243107,1,225.649747298931
SYN434,1,225.649761020151
PZE.101243143,1,225.649761825274
PZE.101243215,1,225.649771997644
PZE.101243254,1,225.649774366991
PZE.101243675,1,225.949993163862
PZE.101243813,1,226.299872004672
SYN20364,1,226.29992313192
SYN20359,1,226.299923309128
SYN20357,1,226.299923394717
PUT.163a.18179900.1491,1,226.299951293376
PUT.163a.18179900.1493,1,226.299951452501
PZE.101244039,1,226.299999669696
PZE.101244040,1,226.299999902355
PZE.101244041,1,226.499964187513
PZE.101244043,1,226.49996593275
SYNGENTA6906,1,226.499984695083
SYNGENTA6901,1,226.499984926495
SYN11158,1,226.499992134036
SYN11155,1,226.49999221806
SYN11154,1,226.499992493552
PZE.101244291,1,226.699948544481
PZE.101244344,1,226.699965848192
SYN2855,1,226.699998693722
PUT.163a.110517263.96,1,226.699999791463
SYN19016,1,226.949771782449
SYN19017,1,226.94977179534
PZE.101244646,1,226.949885189937
SYN37172,1,227.149999076757
SYN32353,1,227.649745145187
SYN32352,1,227.649751660113
PZE.101245369,1,227.649995691632
PZA03556.2,1,228.14924443679
PZE.101245557,1,228.149963064722
PZE.101245575,1,228.149987608799
PZE.101245578,1,228.249915754286
PZE.101245587,1,228.249919551258
PZE.101245640,1,228.249921922567
SYN33501,1,228.249953258041
SYN33499,1,228.249978347457
SYN27559,1,229.099519335296
SYN27560,1,229.099735027393
PZE.101245939,1,229.099823011048
ZM012324.0461,1,229.09983466827
PZE.101246140,1,231.29527666619
PUT.163a.60346285.2549,1,231.296287737931
PZE.101246274,1,231.296305381076
SYN3287,1,231.296404692363
SYN3286,1,231.296645720127
PZE.101246418,1,231.296670091272
SYN3282,1,231.296752871977
PZE.101246363,1,231.297311589113
SYN12776,1,231.297737918764
PZE.101246580,1,231.298170412615
PZE.101246660,1,231.298199046079
SYN12784,1,231.298262341896
SYN12796,1,231.298264446745
SYN12792,1,231.298268062575
SYN12798,1,231.298273550217
SYN12783,1,231.298275331821
SYN12788,1,231.298276978114
SYN12795,1,231.298278406404
SYN12801,1,231.298280699186
SYN12800,1,231.298281150225
SYN12807,1,231.298283833908
SYN12806,1,231.298284194739
SYN12790,1,231.298330674316
SYN12780,1,231.298332117641
SYN12779,1,231.298342108156
SYN12789,1,231.298672840075
SYN12804,1,231.298741488222
PZE.101246842,1,231.299580774215
SYN21363,1,231.299621683459
SYN21365,1,231.299624171691
PZE.101247063,1,233.098671175007
SYN26418,1,233.099143832544
SYN26420,1,233.099168705375
PZE.101247096,1,233.099246943857
SYN26421,1,233.099249660385
PUT.163a.33467364.2021,1,233.099999950832
PUT.163a.33467364.2020,1,233.549673766178
PZD00069.3,1,233.549818674201
PZD00069.4,1,233.549820459852
SYN2024,1,233.649956017631
SYN2021,1,233.649967122102
SYNGENTA15826,1,233.649999862558
PZA00276.18,1,233.749999909627
PUT.163a.14244221.316,1,233.749999972376
PUT.163a.14244221.318,1,233.84999504881
SYN29074,1,233.849999502119
ZM015203.0270,1,233.849999961806
SYNGENTA16358,1,234.099861149539
PZE.101247830,1,234.099949729143
PZE.101248001,1,234.099999130896
PZE.101248008,1,234.399692496218
PZE.101248148,1,234.399821380949
PZE.101248149,1,234.39982157502
PZE.101248317,1,234.399887768622
SYN38691,1,234.399998913201
PZE.101248459,1,234.399999672122
PZE.101248473,1,234.799999817505
SYN38690,1,235.149787783627
SYN38692,1,235.149797891153
PZE.101248704,1,235.149809307525
SYN15620,1,235.149984181906
PZA00235.8,1,235.149985562208
PZA00235.9,1,235.149985632473
SYN15622,1,235.249957688422
SYN15626,1,235.249957790799
SYN15630,1,235.249999472126
SYN15629,1,235.249999476887
SYN15628,1,235.249999507499
SYN15627,1,235.249999583347
PZE.101248810,1,235.249999653412
SYN38321,1,235.449520804962
SYN38320,1,235.44956491055
SYN38325,1,235.449565039488
PZE.101249114,1,235.449624025869
SYN21640,1,235.449633016913
PZE.101249153,1,235.449633071881
PZE.101249154,1,235.449633836686
PZE.101249157,1,235.449634106099
PZE.101249180,1,235.449635159318
SYN21642,1,235.449658414967
SYN21645,1,235.449659270029
SYN21647,1,235.449659276137
PZE.101249399,1,235.449660868181
PZE.101249550,1,235.649707028178
PZE.101249551,1,235.649707602128
SYN31870,1,235.649769902432
PZA00623.3,1,235.649770518394
PZE.101249607,1,235.64977767142
PZE.101249681,1,235.649876678751
PZE.101249703,1,235.649882462971
SYN26282,1,235.649902813451
SYN26278,1,235.64996659098
PZA02359.10,1,235.649966653322
SYN26276,1,235.649967474605
SYN16869,1,235.649996725031
SYN16863,1,235.649996844293
SYN16865,1,238.597587025576
SYN16866,1,238.59758792439
SYN16870,1,238.597588743308
SYN16864,1,238.597593497033
SYN16858,1,238.597602984507
SYN16859,1,238.597603643637
SYN16867,1,238.597611343472
SYN16857,1,238.597634263214
SYN16862,1,238.597995646121
PUT.163a.148981747.666,1,238.597998562271
SYN16861,1,238.598008609007
SYN16874,1,238.598028742428
SYN8232,1,238.598801761898
SYN8230,1,238.599957855638
SYN8231,1,238.599972735994
SYN8238,1,238.599982213482
SYN8239,1,238.599984999803
SYN8240,1,241.549620200375
SYN8236,1,241.549623206019
SYN8235,1,241.549625213111
SYN8233,1,241.549632402692
SYN8228,1,241.549642777658
SYN8237,1,241.549644435256
PZE.101250478,1,241.74994570903
PUT.163a.76012177.3730,1,241.749999876145
PUT.163a.76012177.3732,1,241.749999979696
SYN415,1,242.549989426505
PZA01238.2,1,242.549999032252
PZA.001238001,1,242.549999117522
SYN410,1,242.549999477551
SYN408,1,242.99986586441
SYN416,1,242.99990312548
SYN413,1,242.999925255615
PZE.101250881,1,243.349794941513
PZE.101251110,1,243.349998278649
PZE.101251114,1,243.349999557536
SYN12422,1,243.349999989352
SYN12420,1,243.499936357804
PZE.101251251,1,243.49999394311
PZE.101251295,1,243.499996664681
PZE.101251367,1,243.699918176193
SYN36182,1,243.699994906952
PUT.163a.76290999.3950,1,243.699995059608
SYNGENTA12920,1,243.699995959335
SYNGENTA12924,1,243.699996030935
PZE.101251539,1,244.14971601007
SYN36179,1,244.149726623564
SYNGENTA1446,1,244.149726793671
SYN14016,1,244.149944762143
PZE.101251693,1,244.549924344822
SYN14020,1,244.549997160012
SYN14014,1,244.549997973944
SYN14012,1,245.049326891058
SYN14021,1,245.049327458898
SYN14019,1,245.049327516187
SYN14026,1,245.049327647616
SYN14022,1,245.049327829594
PZE.101251928,1,245.049328894504
PZE.101251968,1,245.049364616162
PZE.101251998,1,245.04983835107
SYN27349,1,245.049852577389
PZA00050.9,1,245.049860564213
PZE.101252027,1,245.049860776521
SYN27355,1,245.049860966924
PZE.101252072,1,245.04993725457
SYN27352,1,245.049994105926
SYN27354,1,245.049994697356
SYN27357,1,245.049997952745
SYN27356,1,245.049999765787
SYN27358,1,245.049999935971
SYN27361,1,245.549816784722
PZE.101252431,1,245.549999765873
PZE.101252367,1,245.79999886896
SYN32333,1,245.799999181407
SYN32334,1,245.799999221831
SYN32332,1,246.049911999386
SYN26859,1,246.049976770074
PUT.163a.60399514.2998,1,246.049999993265
PUT.163a.60346998.2564,1,246.249979567363
SYN38939,1,246.249990417719
SYN38940,1,246.249990479001
PZA00243.25,1,246.249990664196
SYN38945,1,246.249995580931
SYN38941,1,246.249999059214
SYN38937,1,246.249999251142
PZA00856.2,1,246.599898190025
SYN38938,1,246.849358756187
SYN2035,1,246.849516174189
SYN30053,1,246.849620496698
SYN30050,1,246.849678220577
SYN30061,1,246.849681232302
PZE.101253314,1,246.849839624834
PZE.101253359,1,246.849870228923
PZE.101253373,1,246.849874829609
PZE.101253379,1,246.849875272806
SYN32427,1,246.849993477115
SYN32424,1,246.849993963121
PZE.101253504,1,246.849995238151
PZE.101253570,1,247.999851151273
PZE.101253642,1,247.99999735543
SYN32423,1,249.49909573005
SYN25989,1,250.149221535553
PZE.101254368,1,250.149879813501
SYN200,1,250.149918868613
SYN204,1,250.149983375983
SYNGENTA11157,1,250.449830192608
PUT.163a.60350073.2631,1,250.449830885888
PUT.163a.50333877.2231,1,250.449830959235
PZE.101254612,1,250.449911506319
SYN6838,1,250.449996002085
SYN6844,1,250.449999442362
SYN6841,1,250.699683594584
SYN6849,1,250.699683883921
PZE.101254776,1,250.699749474016
SYN7054,1,250.699839645241
PZE.101255004,1,250.699879508565
SYN7057,1,250.69987966076
PZE.101255015,1,250.699880658389
SYN7047,1,250.699880920966
SYN7049,1,250.699881835808
SYN7056,1,250.69988344556
SYN7055,1,250.699920220668
PZE.101255156,1,250.699952728469
PZE.101255159,1,250.699953237736
SYN7059,1,250.69995544038
PZE.101255292,1,250.699986590971
SYN16573,1,250.9999149108
SYN16572,1,251.199997838467
PUT.163a.60399874.3008,1,251.199999592706
PUT.163a.60399874.3004,1,251.199999662929
SYN7988,1,251.749421269349
SYN7984,1,251.74942433754
SYN16574,1,251.749455043334
SYN7987,1,251.749564572244
SYN7994,1,251.749565428398
SYN7982,1,251.749567102124
SYN7981,1,251.749567780065
PUT.163a.74233390.3593,1,251.749568022581
SYN7985,1,251.749568121792
PZE.101255595,1,251.749657099333
SYN38953,1,251.74970553817
SYN38955,1,251.749705554705
SYN38948,1,251.749710248854
SYN38947,1,251.749710401345
PUT.163a.71433079.3301,1,251.749843051922
SYN38957,1,251.749843314647
PZA00477.5,1,251.749843557163
PZE.101255854,1,252.549507650254
PZE.101255981,1,252.549798789111
SYN16121,1,252.549837541035
SYN16118,1,252.549838198029
SYN16129,1,252.549838905765
SYN16130,1,252.549838983216
SYN16123,1,252.549839135446
SYN16120,1,252.549840988915
SYN16117,1,252.549857691502
SYN16124,1,252.549871130488
SYN16122,1,252.549871149183
PZE.101256073,1,252.549987338189
PZE.101256110,1,253.649141185569
PZB01937.2,1,253.649350031139
PZE.101256202,1,253.649418874552
PZE.101256211,1,253.649423912502
PZE.101256290,1,253.649465614101
PZE.101256289,1,253.649467514798
PUT.163a.78092903.4261,1,253.649468131241
PZE.101256362,1,254.396041118733
PZE.101256370,1,254.396154446631
PZE.101256380,1,254.396251772896
PZE.101256470,1,254.396528337365
PZE.101256542,1,254.396729425388
PZE.101256641,1,254.396876697654
PZE.101256707,1,254.396955279859
SYN20427,1,254.397452435431
SYN20424,1,254.397457158774
SYN20425,1,254.397458408047
PZE.101256851,1,254.397482813648
SYN297,1,254.397831629349
SYN290,1,254.397846424017
SYN289,1,254.397854494514
SYN296,1,254.397856985592
SYN295,1,254.397861805991
SYN293,1,254.39786202001
SYN292,1,254.397863012957
SYN294,1,254.397863358871
SYN301,1,254.397872641312
SYN300,1,254.397872653755
PZE.101257022,1,254.397906665314
PZE.101257104,1,254.398377431877
PZE.101257120,1,254.398414442187
PZE.101257137,1,254.398572228746
PZE.101257175,1,254.398617665421
PZE.101257177,1,254.398618742981
PZE.101257184,1,254.398621176822
ZM008024.0428,1,254.398625419867
PZE.101257235,1,254.398764591773
PZE.101257244,1,254.398768650663
PZE.101257260,1,254.398875105076
PZE.101257322,1,254.398937389505
PZE.101257312,1,254.399077703673
PZE.101257300,1,254.399080804456
PZE.101257334,1,254.399106613623
PZE.101257342,1,254.399121818908
PZE.101257354,1,254.399244690549
PZE.101257420,1,254.399649285505
PZE.101257475,1,254.399837079481
PZE.101257484,1,254.399857792015
PZE.101257510,1,254.4
SYN1722,2,0.00116282681775031
PZE.102000007,2,0.00122396841547799
PZE.102000004,2,0.00124021980669557
PZE.102000079,2,0.0156841835702602
PZE.102000117,2,0.020483685345791
PZE.102000272,2,0.0690104531675818
PZE.102000302,2,0.0692075154918565
PZE.102000318,2,0.0748175411986026
PZE.102000320,2,0.0748654998496083
SYN36798,2,0.0824616046676723
PZE.102000441,2,0.0855944864977078
SYN36799,2,0.0857462040311027
SYN36800,2,0.0861456700459964
SYN8429,2,0.0959213932707876
PZE.102000530,2,0.0959454862423829
PUT.163a.16922761.1076,2,0.0962290332429973
SYN8424,2,0.0963325648332016
SYN8428,2,0.0964293913039525
SYN8425,2,0.0964907601938651
SYN8431,2,0.0965686077671801
PZE.102000560,2,0.0966539559825955
PZE.102000584,2,0.0970235330751799
SYN8430,2,0.102303075945138
SYN8423,2,0.102495592425715
SYN788,2,0.106384561708692
PZE.102000699,2,0.10659298864221
SYN789,2,0.106752206817705
PZE.102000722,2,0.107931285026673
PZE.102000731,2,0.108414280919503
PUT.163a.76280414.3829,2,0.109279695913362
SYN5561,2,0.118073971483922
SYN5559,2,0.118667545024688
PZA00680.1,2,0.124664876614437
PZE.102000839,2,0.129545862638241
PZE.102000846,2,0.129691443282645
PZE.102000849,2,0.12980997615705
SYN5563,2,0.130007152127417
SYN5565,2,0.130017721214013
SYN6176,2,0.135242259375234
PZE.102001095,2,0.137544615561787
PZA00365.3,2,0.144499074541987
SYN6173,2,0.14588692062275
PUT.163a.78092140.4247,2,0.146327753815289
SYN6180,2,0.146781088077995
SYN6178,2,0.295231168396753
SYN35313,2,0.489347471145987
SYN35307,2,0.991627869181572
SYN35309,2,0.992837886375835
ZM013830.0402,2,2.11826001166793
SYN20783,2,2.18401126474909
SYNGENTA17111,2,2.19120598180169
SYN20785,2,2.19355102277691
SYN20781,2,2.19570897972773
SYN11943,2,2.24389418833023
PZE.102002003,2,3.19826432636747
SYN11944,2,3.20931934367352
PZE.102002360,2,4.22225351160774
SYN4145,2,4.2510819243723
SYN4126,2,4.25145645831691
SYN4131,2,4.25394978429098
SYN4121,2,4.27294569539408
PZE.102002451,2,4.27355396104847
SYN4141,2,4.27451197945414
SYN4140,2,4.2745401399011
SYN4122,2,4.27533595413226
SYN4123,2,4.27675073498767
SYN4125,2,4.2783998107618
SYN4129,2,4.27856539418994
PZE.102002492,2,4.27888811291213
SYN4136,2,4.2864751005328
SYN4138,2,4.28681302589635
SYN4135,2,4.28860966241256
PZE.102002992,2,4.3617800781734
PZE.102003082,2,4.38915597508364
PZE.102003182,2,4.39880205458621
PZE.102003235,2,6.32029345738934
PZE.102003236,2,6.32041749739884
ZM012456.0435,2,6.32887571047094
ZM011031.0464,2,6.34755218917421
SYN148,2,6.38933581813223
SYN154,2,6.38955194845182
SYN156,2,6.38955852633111
SYN157,2,6.38965249603528
SYN152,2,6.39406155455481
SYN146,2,6.39482834734082
SYN7974,2,6.49419473161853
SYN7975,2,6.49432534950732
SYN7972,2,6.54153666857805
SYN29818,2,6.63158689638461
SYN29819,2,6.63211500612203
PZE.102004688,2,8.21960657795454
PZB02366.2,2,8.21975995543238
PZA02133.10,2,8.21976700727044
PHM13440.11,2,8.24538398433552
SYN35,2,9.1406434322375
SYN37,2,9.14064720076467
SYN44,2,10.3060949050018
SYN6306,2,10.3781181176645
PZA02175.1,2,10.3869122020996
SYN6307,2,10.3870085792447
SYN6310,2,10.3873236752992
PZE.102005341,2,10.3882091128152
SYN14169,2,10.3917799080465
SYN6045,2,10.4795825678144
SYN6047,2,11.6336502909176
PZA00902.1,2,11.6405697781211
PZE.102005877,2,12.2363455800136
PZE.102005843,2,12.2372497077458
PZA.002264005,2,12.6491615009884
SYN26875,2,12.6494958979037
PZE.102006073,2,13.8429817281957
PZE.102006128,2,13.8578574739455
PZE.102006148,2,13.8588420879499
PZE.102006385,2,14.9462420831334
SYN23902,2,14.9462949505776
SYN23903,2,14.9463073172312
PZE.102006513,2,15.1493836316302
SYN23899,2,15.677549860574
SYN23906,2,15.678826642085
SYN2660,2,15.6999211786793
PUT.163a.60400663.3031,2,16.2054973013831
PUT.163a.60400433.3024,2,16.2055140957673
SYN2664,2,16.2099041193338
SYN2674,2,16.2102969371339
SYN2673,2,16.2102997836397
PUT.163a.60346233.2546,2,16.2109348390831
PUT.163a.148960677.577,2,16.2139053102083
SYN2670,2,16.2150954342823
SYN2669,2,16.2150955766076
SYN2667,2,16.2151382741946
PZE.102007336,2,16.2270442116693
PZE.102007348,2,16.2283638517571
PZE.102007366,2,16.2323062622869
SYN9224,2,16.2327363693129
SYN9222,2,16.2328526490747
PUT.163a.78103662.4265,2,16.2423744956186
SYN9223,2,16.2424133504227
PUT.163a.148952002.523,2,16.2424392536255
PZE.102007609,2,16.2499565907866
PZE.102007615,2,16.2499846288687
SYN23275,2,16.2499930260608
SYN23277,2,16.5413409388019
SYN23267,2,16.5498992019083
SYN23271,2,16.8934696378638
PZE.102008221,2,17.2878063311221
SYN31709,2,17.2881650303187
SYN31695,2,17.2882297702164
SYN31693,2,17.2882454531458
SYN31722,2,17.2882634311381
SYN31708,2,17.2882964226664
PUT.163a.74240952.3656,2,17.2999030335949
SYN31699,2,17.6971614990267
SYN31713,2,17.6980619955388
SYN31700,2,17.6982524632743
SYN31696,2,17.6986938812715
SYN31703,2,18.249162201775
SYN31697,2,18.8375218853218
SYN31108,2,18.8495264137036
SYN31111,2,18.8499465283335
SYN31118,2,18.8499615672397
SYNGENTA10420,2,19.1453234320054
PZE.102009749,2,19.1466033333821
SYN31112,2,19.1483414194381
PZE.102009755,2,19.149627352266
PZE.102009795,2,19.6176785575384
SYN27836,2,19.6328591644165
SYN3557,2,20.199997766917
SYN3550,2,20.4414764441694
SYN3554,2,20.4427654526732
SYN3551,2,20.4427663299007
SYN3548,2,20.4427803655418
SYN37550,2,20.44974699725
SYN37554,2,20.4498448855259
SYN37569,2,20.6972671942452
SYN37566,2,20.6999199220799
SYN37559,2,20.699929159877
SYN37570,2,20.699956873268
SYN37561,2,21.5355732262126
SYN27401,2,21.5647984350387
PHM3334.4,2,21.5648925965511
SYN27406,2,21.5657381737557
SYN27403,2,21.5657632493758
PZE.102011551,2,21.5929832615023
SYN18883,2,22.5998241414721
SYN18888,2,22.5999986734809
SYN10369,2,23.4361815610186
SYN10374,2,23.4362258180378
SYN10378,2,23.4362314083981
SYN10372,2,23.4432980897045
SYN10381,2,23.443324643916
PZE.102011868,2,23.4433308554274
PZE.102011885,2,23.4434171954368
PZE.102011930,2,23.4486100190218
SYN9295,2,23.4499989129855
SYN9296,2,24.3162412188302
SYN9293,2,24.3162562530475
PZE.102012134,2,24.3222971598341
PZE.102012595,2,24.3301141615821
SYNGENTA13688,2,24.7878044292942
SYNGENTA13689,2,24.7878206727083
SYNGENTA13684,2,24.7878379938845
SYN29492,2,24.798367267442
SYN29490,2,24.7983909012246
SYN29488,2,24.798410300942
SYN29487,2,24.7988031452177
SYN29495,2,24.7988133839574
SYN29494,2,24.7988248544251
SYN29491,2,24.7989320917514
SYN29500,2,24.7989794362996
SYN29499,2,24.7990176968532
SYN29498,2,24.7990177738362
PHM3309.8,2,24.9460715863588
SYN27519,2,24.9465780125185
PZE.102013856,2,25.6989651379334
PZE.102013863,2,25.6990179166474
PZE.102013873,2,25.6990983948284
SYN27974,2,25.6991071288945
PZE.102014011,2,26.4784356747156
SYN27979,2,26.4795582069141
SYN27978,2,26.4797026027841
PZE.102014212,2,26.482605024523
PZE.102014226,2,26.4836563300592
PZA00237.7,2,26.4840545518532
PZA00237.6,2,26.4840620630285
PZE.102014236,2,26.4840914602146
SYN17795,2,26.490367435688
SYN7228,2,26.4999509183545
SYN7225,2,26.8338643746821
SYN7227,2,26.8339277160749
SYN7214,2,26.8351053147165
SYN7221,2,26.835186761371
SYN7235,2,26.8351965976623
SYN7234,2,26.8351979488013
SYN7218,2,26.8425895974965
SYN7222,2,26.84259527228
SYN7219,2,26.8435532297779
PZE.102015152,2,26.8491347306323
SYN36443,2,26.8495894159034
SYN36442,2,26.8495929288646
SYN36439,2,26.8495996305137
SYN36436,2,26.8498190554751
ZM010067.0315,2,26.8498970972595
PZA.001935010,2,26.8499882180686
SYNGENTA1701,2,26.8499980003144
SYNGENTA1700,2,27.1444659114368
PZE.102015478,2,27.298981137154
PUT.163a.148972919.653,2,27.2999924806337
PUT.163a.29946131.1834,2,27.4384781176048
SYN2692,2,27.4441589364324
SYN2690,2,27.4441661075253
PZE.102016046,2,27.4441832014093
PZE.102016234,2,27.4455317003995
SYN2699,2,27.4456150643536
PUT.163a.60342851.2464,2,27.445776705789
SYN2695,2,27.445949041325
PZE.102016464,2,27.4469878700131
PZE.102016606,2,27.4497736102672
PUT.163a.89762606.4702,2,27.5889979976024
SYN9508,2,27.5892868443288
PZE.102016761,2,27.5895008957281
PZE.102016764,2,27.5895275531536
SYN38137,2,27.5904482388134
PZE.102016867,2,27.5904517738199
SYN38134,2,27.5906043779219
PUT.163a.149082994.868,2,27.5909382911509
PUT.163a.149082994.865,2,27.5909403967011
PZE.102017073,2,27.5915647020144
PZE.102017134,2,27.593520294607
PZA03747.1,2,27.5952710306804
PZE.102017205,2,27.5954180135427
PZA03701.1,2,27.595423209809
PZA03700.2,2,27.5954395712868
SYNGENTA16920,2,27.5954757906148
SYNGENTA16918,2,27.5954781279688
PZE.102017308,2,27.5973249273585
PZE.102017304,2,27.5973296986513
PZE.102017300,2,27.5973812170235
SYN21515,2,27.5980697126445
SYN21514,2,27.5980701762519
PZE.102017443,2,27.5981443341188
PZE.102017472,2,27.5981758207879
PZE.102017798,2,27.7870380247926
PZE.102017876,2,27.7871027085224
PZE.102017883,2,27.7871132187468
PZE.102017884,2,27.7871152878737
PZE.102017930,2,27.7890674856334
PZE.102017964,2,27.794759841961
PZE.102018005,2,27.7949638625803
PZE.102018085,2,27.7951063031602
PZE.102018100,2,27.7952565970174
PZE.102018147,2,27.9434561762294
PZE.102018300,2,27.948166379452
PZE.102018303,2,27.9481930602314
PZE.102018319,2,27.9485571128901
SYN18074,2,27.9486644431559
SYN18075,2,27.9486652695518
SYN18069,2,27.9486778004109
SYN18073,2,27.9486857270647
SYN18076,2,27.9486867052475
SYN18072,2,27.9486876834304
SYN18071,2,27.9487324774571
SYN18070,2,27.9487334556399
PZE.102018561,2,27.949575603581
SYN13000,2,27.9497091086697
SYN12998,2,27.9497099350655
SYN12984,2,28.0994964813421
PUT.163a.60342470.2456,2,28.0998347377672
SYN12981,2,28.0998861721074
SYN12992,2,28.0999243948817
SYN12986,2,28.2486076936297
PZE.102018940,2,28.249835106057
PZE.102018944,2,28.2498788524101
SYN6117,2,28.2499517407951
SYN6126,2,28.2499641136692
PZE.102019019,2,28.3498750952586
SYN6123,2,28.3499513464709
PUT.163a.21480943.1550,2,28.3499868719739
PUT.163a.21480943.1549,2,28.3499871713461
SYN6119,2,28.3499970617171
SYN6131,2,28.8452442375361
PZE.102019127,2,28.8454692668591
SYN1143,2,28.8490995532361
SYN1142,2,28.849099717972
SYN1135,2,28.8491972965731
PZE.102019210,2,28.8498422378612
PZE.102019299,2,29.4400459853837
PZE.102019300,2,29.4400718835231
SYN1128,2,29.4403721724492
SYN1136,2,29.4403808483259
SYN1130,2,29.4404667654033
PZE.102019344,2,29.4408130235268
SYN1137,2,29.4409411545714
SYN1129,2,29.440960772412
SYN1131,2,29.4410425457871
SYN1127,2,29.44107187543
SYN1141,2,29.4411403112633
SYN1758,2,30.4900194184521
SYN1750,2,30.4946160796185
ZM007591.0454,2,30.4994372716418
SYN4734,2,30.4995185421716
SYN4732,2,30.4995337874021
PUT.163a.71429779.3264,2,30.4998621203425
SYN4731,2,31.5837324389346
SYN4738,2,31.5930626001647
SYN4736,2,31.5930756740991
SYN4735,2,31.5931748277433
PZB00089.4,2,31.593416059188
PZE.102020742,2,31.8389976007398
SYN3561,2,31.8390104210606
PZE.102021279,2,31.9996760904418
PZA02272.3,2,31.9999960418077
SYN11391,2,32.3496531068478
SYN11383,2,32.3499151009882
SYN11377,2,32.3499415529944
PZE.102021389,2,32.3499449208891
PZE.102021398,2,32.3499854759542
PZE.102021400,2,32.9473840761993
PZE.102021443,2,32.9478520287825
SYN11386,2,32.948116034277
SYN11392,2,32.9481622008082
SYN11378,2,32.9482145348527
PZE.102021588,2,32.9488365555097
PZE.102021627,2,32.9489549957157
SYN11390,2,32.9499464683801
SYN11382,2,33.6742909760572
SYN5848,2,33.6981488386715
SYN5847,2,33.6999337889974
SYN5846,2,34.2786622216951
SYN38155,2,34.2793447874448
SYN38156,2,34.2793661472522
SYN38158,2,34.2795741683525
SYN38157,2,34.2796632326144
PZE.102022207,2,34.2850861698129
PZA00620.2,2,34.2868666185064
SYN30570,2,34.2870338719326
SYN30568,2,34.2870454162671
SYN30586,2,34.2870506586219
SYN30559,2,34.2877017144731
SYN30583,2,34.2877389686541
SYN30561,2,34.289127300362
SYN30558,2,34.2897478501698
SYN30601,2,34.2898097545723
SYN30573,2,34.2898206854398
SYN30613,2,34.2898269316497
SYN30605,2,34.2898289393601
SYN30609,2,34.289860783877
SYN30612,2,34.2898666396989
SYN30576,2,34.2898942457162
SYN30617,2,34.2899026669458
SYN30610,2,34.2899178363129
SYN30592,2,34.289924472911
SYN30607,2,34.2899297710355
SYN30566,2,34.289936128785
SYN30624,2,34.2899407576727
SYN30623,2,34.2899435461593
SYN30579,2,34.2917122274394
SYN30578,2,34.2917455777391
SYN30574,2,34.2917831107687
SYNGENTA0114,2,34.2917869031105
SYN27881,2,34.2917948224124
SYN27873,2,34.2917995070699
SYN27870,2,34.2917996743791
SYN27876,2,34.2918094340822
SYN27866,2,34.2919237620328
SYN37971,2,34.7387379412239
SYN37965,2,34.7387575102904
SYN37966,2,34.7389558861076
SYN37976,2,34.7389918915625
SYN37974,2,34.738992990034
PZE.102023557,2,34.7426097278105
PZE.102023605,2,34.7499923513836
PZE.102023608,2,35.2433755219756
SYN32566,2,35.2433847553504
PZE.102023677,2,35.246992953017
PHM482.27,2,35.2499713185509
PZE.102023745,2,37.2647714056223
SYN13008,2,37.2943868846267
SYN13012,2,37.294480709156
SYN13011,2,37.2945707591352
SYN13013,2,37.294844324142
PZE.102024868,2,39.100793958511
SYN5491,2,39.1156156221885
PZE.102025684,2,39.1443739843093
SYN456,2,39.1444811920551
SYN7623,2,39.1498499091559
SYN7624,2,39.1498522229921
SYN7628,2,39.1498881645817
SYN7630,2,39.1499011220647
SYN7634,2,39.1499336700278
SYN7627,2,39.1499398402578
SYN7615,2,39.1499563456229
SYN7640,2,39.1499912074223
SYN7635,2,39.298518391257
SYN7629,2,39.2985242858907
SYN7605,2,39.298654302191
SYN7614,2,39.2988189185048
SYN7617,2,39.2990222462154
SYN7607,2,39.2990245124296
SYN7620,2,39.2990292677643
SYN7611,2,39.2990310138638
PZE.102026049,2,39.2995244293763
SYN7609,2,39.2999264161486
SYN7625,2,39.2999665888201
PUT.163a.86466121.4477,2,39.2999687188138
SYN7604,2,39.2999718890369
SYN7612,2,39.2999747744353
SYN7603,2,40.2923108621013
SYN7619,2,40.2942925817818
PZE.102026245,2,40.2943029860149
SYN16784,2,40.2998089553413
SYN16785,2,40.2998118226496
SYN16782,2,41.7320440896908
SYN36013,2,41.7497815548434
PUT.163a.71298965.3057,2,41.7499901453313
ZM013413.0669,2,42.3134414739275
zfl2.9,2,42.3267507219883
SYN24701,2,42.3286014282491
SYN24698,2,42.3286174293796
SYN24702,2,42.3286378980623
PZE.102027555,2,42.3339358222461
PZE.102027559,2,42.3339427515106
PZE.102027614,2,42.3340532550448
SYN2402,2,42.3441558036009
PZE.102027971,2,42.4489007991524
PZE.102028032,2,42.4498699789974
SYN6385,2,42.4498801083571
PZE.102028039,2,42.4498827684412
PZE.102028040,2,42.4498830013864
PZE.102028065,2,42.4499025537559
PZE.102028319,2,43.3467193768682
SYN6386,2,43.347139729446
SYN6387,2,43.3471405379459
SYN6382,2,43.3499090437602
SYN6381,2,44.9482557035813
PZE.102028547,2,44.9483815724193
SYN6380,2,44.9483903066637
PZE.102028584,2,44.9520079589307
SYN12458,2,44.954708276235
SYN12456,2,44.9547793466626
PZE.102029329,2,44.9838229827884
