# Physical map for Maize MAGIC from Dell'acqua et al (2015) doi:10.1186/s13059-015-0716-z
# nrow 41325
# ncol 3
marker,chr,pos_cM
SYN34253,1,253.833
SYN34254,1,253.837142
PZE.101205141,1,253.85372
PZE.101205143,1,253.853809
PZE.101205159,1,253.85826
PZE.101205235,1,253.961866
PZE.101205244,1,253.965562
PZE.101205273,1,253.968173
PZE.101205432,1,254.020578
PUT.163a.148951459.517,1,254.154626
PUT.163a.148951459.516,1,254.154638
PZA01119.1,1,254.154655
PZE.101205503,1,254.231559
PZE.101205523,1,254.304054
PZE.101205573,1,254.311255
PZE.101205591,1,254.315917
PZE.101205609,1,254.323756
PZE.101205743,1,254.594115
PZE.101205957,1,254.859676
PZE.101205958,1,254.859902
PZE.101205963,1,254.860582
PZE.101205965,1,254.866306
PZE.101206027,1,254.950731
PZE.101206078,1,255.041817
PUT.163a.86471385.4507,1,255.046271
SYN30021,1,255.146485
SYN30022,1,255.158016
PZE.101206240,1,255.313399
PZE.101206241,1,255.313469
PZE.101206262,1,255.321695
PZE.101206287,1,255.376875
PZE.101206289,1,255.377519
PZE.101206290,1,255.377651
PZE.101206418,1,255.507936
PZE.101206520,1,255.606076
PZE.101206527,1,255.635984
PZE.101206442,1,255.692912
PZE.101206740,1,255.893919
PZE.101206816,1,256.056271
SYN29652,1,256.347007
PZE.101206982,1,256.354988
SYN26682,1,256.363559
SYN26685,1,256.364649
SYN26686,1,256.364682
SYN26683,1,256.36609
PZE.101207014,1,256.429338
PZE.101207017,1,256.429643
PZE.101207021,1,256.429822
SYN32087,1,256.502368
PZE.101207039,1,256.511045
PZE.101207044,1,256.526229
PZE.101207067,1,256.52985
SYN32085,1,256.545861
SYN32091,1,256.548898
PZE.101207166,1,256.549528
SYN32084,1,256.57513
SYN34775,1,256.619576
SYN34772,1,256.626734
SYN34769,1,256.627931
SYN34770,1,256.728831
SYN22288,1,256.750115
PZE.101207480,1,256.857239
SYN24492,1,256.998853
PZE.101207892,1,257.265957
PZE.101207960,1,257.384565
SYN14563,1,257.386025
PZE.101208074,1,257.473146
PZE.101208112,1,257.518709
PZE.101208126,1,257.547142
PZE.101208130,1,257.549011
PZE.101208132,1,257.549335
PZE.101208157,1,257.637053
PZE.101208190,1,257.733846
PZE.101208211,1,257.796295
SYN5535,1,257.86778
PZE.101208320,1,257.871654
SYN5,1,257.999606
SYN4,1,258.009579
SYN2,1,258.009704
SYN10,1,258.010056
SYN11,1,258.032835
SYN12,1,258.032888
PZE.101208406,1,258.034687
PZE.101208396,1,258.03507
PZE.101208550,1,258.05546
PZE.101208579,1,258.105664
PZE.101208698,1,258.413291
PUT.163a.148955657.539,1,258.425512
PZE.101208762,1,258.429519
SYN20197,1,258.443533
SYN20199,1,258.444425
PZE.101208921,1,258.495137
PZE.101209039,1,258.508313
PZE.101209157,1,258.612811
PZE.101209179,1,258.662109
PZE.101209279,1,258.714607
PZE.101209438,1,258.749824
PZE.101209497,1,258.856233
SYN3295,1,258.865385
PZE.101209585,1,258.86687
PZE.101209620,1,258.867804
SYN25497,1,258.942816
PZE.101209792,1,258.98177
PZE.101209857,1,259.018998
SYN25491,1,259.072273
SYN25500,1,259.072368
PUT.163a.71766009.3502,1,259.072435
PZE.101209908,1,259.08207
ZM009401.0590,1,259.367839
SYN2805,1,259.369271
SYN2806,1,259.369559
SYN21047,1,259.435159
SYN21046,1,259.435207
SYN21045,1,259.435418
SYN21044,1,259.43555
SYN21050,1,259.435743
SYN21051,1,259.435783
PZE.101210110,1,259.440409
PZE.101210111,1,259.440431
PZE.101210112,1,259.440465
PZE.101210179,1,259.46836
SYN35866,1,259.581752
PZE.101210226,1,259.583615
SYN35867,1,259.594714
PZE.101210255,1,259.747589
PZE.101210262,1,259.763718
SYN19155,1,259.838146
SYN19156,1,259.838206
SYN10396,1,259.876938
SYN10392,1,259.883252
SYN10401,1,259.883543
SYN10402,1,259.883552
SYN10404,1,259.883603
SYN10400,1,259.883685
SYN10394,1,259.883876
SYN10393,1,259.884062
SYN10395,1,259.884791
SYN10398,1,259.885067
SYN279,1,260.007853
PZE.101210511,1,260.007966
PZE.101210563,1,260.194432
PZE.101210571,1,260.197661
SYN270,1,260.200775
PZE.101210621,1,260.204451
SYN272,1,260.206693
SYN271,1,260.207884
SYN275,1,260.208847
SYN276,1,260.209117
SYN282,1,260.209399
SYN277,1,260.209762
PZE.101210657,1,260.22066
PZE.101210734,1,260.398107
PZE.101210733,1,260.398255
PZE.101210780,1,260.46441
PZE.101210761,1,260.508748
SYN25458,1,260.579806
SYN25461,1,260.580194
SYN25459,1,260.580649
SYN15084,1,260.743455
SYN15083,1,260.743611
SYN15085,1,260.744405
PZE.101211038,1,260.804212
SYN2267,1,260.980089
SYN2268,1,261.000166
SYN2266,1,261.000338
PZE.101211209,1,261.00157
PZE.101211251,1,261.019048
SYN26033,1,261.150443
PZE.101211293,1,261.193085
SYN26031,1,261.239113
SYN26032,1,261.239931
PZE.101211330,1,261.278251
PZE.101211331,1,261.278652
PZE.101211336,1,261.283215
PZE.101211337,1,261.283861
PZE.101211427,1,261.468315
PUT.163a.78077553.4122,1,261.549918
SYN13020,1,261.630042
SYN13025,1,261.676462
PZE.101211692,1,261.722369
SYN13026,1,261.723926
SYN13019,1,261.724144
SYN13023,1,261.724206
SYN13028,1,261.72563
SYN10641,1,261.950311
PZE.101211812,1,262.227407
PZA01921.19,1,262.22839
SYN30893,1,262.23135
SYN30892,1,262.244306
PZE.101211929,1,262.269194
SYN15061,1,262.291341
SYN15056,1,262.293922
PZE.101212020,1,262.381888
PUT.163a.18166553.1286,1,262.453758
SYN5387,1,262.516587
SYN5381,1,262.516914
SYN5383,1,262.517587
SYN5378,1,262.517945
PZE.101212116,1,262.519387
PZE.101212365,1,262.573365
SYN37125,1,262.785259
SYN37124,1,262.785412
PZA00709.19,1,262.785783
PZE.101212714,1,262.871296
PZE.101212926,1,263.066185
PUT.163a.149041322.807,1,263.208613
PZE.101213032,1,263.208673
PUT.163a.78122879.4417,1,263.213783
PZE.101213102,1,263.219432
SYN31833,1,263.256425
SYN31825,1,263.25757
SYN31826,1,263.263188
SYN31827,1,263.263291
SYN31828,1,263.264157
PUT.163a.148950351.508,1,263.265916
SYN31829,1,263.271185
PZE.101213233,1,263.275976
PZE.101213253,1,263.285852
PZE.101213256,1,263.286157
PZE.101213333,1,263.494471
PZE.101213356,1,263.506697
PZE.101213385,1,263.669163
PZE.101213479,1,263.767385
PZE.101213484,1,263.774356
PZE.101213494,1,263.797542
PZE.101213501,1,263.799115
PZE.101213558,1,263.806151
PZE.101213588,1,263.817984
PZE.101213633,1,264.006814
PZE.101213680,1,264.159749
PZA00013.8,1,264.229246
PZE.101213727,1,264.230216
ZM013192.0466,1,264.23118
PZE.101213812,1,264.268222
PZE.101213906,1,264.27754
PZE.101214004,1,264.571464
PZE.101214116,1,264.585549
PZE.101214118,1,264.585626
PZE.101214221,1,264.596212
PZE.101214250,1,264.662096
PZE.101214331,1,264.865334
PZE.101214344,1,264.919165
SYN38984,1,264.921398
SYNGENTA10271,1,264.921814
SYNGENTA10278,1,264.922306
SYNGENTA10282,1,264.922385
PZE.101214376,1,264.92295
PZE.101214418,1,264.931641
PZE.101214422,1,264.931749
PZE.101214474,1,265.019655
SYN24083,1,265.019753
PZE.101214480,1,265.022797
SYN24081,1,265.023523
PZE.101214532,1,265.027944
PZE.101214804,1,265.503188
PZE.101214818,1,265.506187
SYN39174,1,265.515708
SYN39175,1,265.515964
PZE.101215024,1,265.58892
PZE.101215093,1,265.658329
PZD00084.2,1,265.717779
PZE.101215121,1,265.718091
PZE.101215138,1,265.720298
PZE.101215143,1,265.720488
PZE.101215173,1,265.741644
tb1.14,1,265.812185
PZE.101215235,1,265.823847
PZE.101215279,1,265.945721
PZE.101215284,1,265.956788
PZE.101215292,1,265.978848
PZE.101215293,1,265.978886
PZE.101215382,1,266.109236
SYN33950,1,266.111259
SYN33948,1,266.111723
SYN33956,1,266.111983
SYN33955,1,266.112023
SYN33949,1,266.112136
SYN33953,1,266.112327
PZE.101215394,1,266.112608
PZE.101215416,1,266.113474
PZE.101215424,1,266.150539
PZE.101215449,1,266.160272
PZE.101215580,1,266.227776
PZE.101215677,1,266.399523
PZE.101215699,1,266.434754
PZE.101215733,1,266.53688
PZE.101215754,1,266.737716
SYN9157,1,266.975806
SYN9160,1,266.975941
PZE.101215804,1,267.008724
PZE.101215808,1,267.014992
SYN2524,1,267.015804
SYN2521,1,267.016782
PZE.101215826,1,267.016845
SYN2519,1,267.017343
PZE.101215834,1,267.01775
SYN2527,1,267.01879
SYN2526,1,267.018815
SYN2518,1,267.019704
PZE.101216104,1,267.228192
SYN33960,1,267.461679
SYN33970,1,267.46202
SYN33959,1,267.46212
SYN33958,1,267.463889
SYN33969,1,267.463996
PZE.101216412,1,267.602636
PZE.101216432,1,267.613046
PZE.101216433,1,267.614289
PZE.101216445,1,267.622425
PZE.101216470,1,267.634027
PZE.101216508,1,267.638749
SYN12367,1,267.676292
SYN12368,1,267.676556
SYN12366,1,267.677657
SYN12363,1,267.677992
PZE.101216533,1,267.680952
SYN3117,1,267.84992
SYN3102,1,267.850889
SYN3110,1,267.85099
SYN3115,1,267.850999
PZE.101216563,1,267.871005
SYN3107,1,267.886296
SYN3105,1,267.933891
SYN3111,1,267.934041
SYN3113,1,267.934056
SYN3112,1,267.93416
PZE.101216712,1,267.954729
SYNGENTA18212,1,267.960825
SYN14074,1,267.963487
PZE.101216827,1,267.974184
SYN14071,1,267.974691
SYN14077,1,267.975327
SYN14076,1,267.975357
SYN14075,1,267.975432
SYN14073,1,268.022591
PZE.101216889,1,268.031833
SYN14072,1,268.032176
SYN22894,1,268.218599
SYN22895,1,268.237001
SYN22903,1,268.237574
SYN22898,1,268.23782
PZE.101217024,1,268.24436
SYN26312,1,268.322881
PZE.101217075,1,268.375025
SYN33640,1,268.402003
PZE.101217291,1,268.624436
PZE.101217415,1,268.802401
PZE.101217474,1,268.880106
PZE.101217498,1,268.944095
PZE.101217499,1,268.94413
PZE.101217505,1,268.946716
PZE.101217507,1,268.94713
PZE.101217508,1,268.947154
PZE.101217760,1,269.088733
PZE.101217778,1,269.09279
PZE.101217824,1,269.103376
PZE.101217941,1,269.184021
PZE.101218080,1,269.28487
PZE.101218183,1,269.353258
PZE.101218384,1,269.364184
SYN25902,1,269.364592
SYN25900,1,269.369496
SYN25901,1,269.369789
PZB00063.1,1,269.38872
PZB00063.2,1,269.389082
PZB00063.6,1,269.389084
PZB00001.1,1,269.389617
PZB00008.1,1,269.390402
PZB00083.3,1,269.392632
SYN25903,1,269.419878
SYN27376,1,269.561027
PZE.101218499,1,269.562621
SYN27374,1,269.570395
SYN27384,1,269.570757
SYN27383,1,269.570805
SYN27375,1,269.571061
PZE.101218801,1,270.095908
PZE.101218765,1,270.120915
SYN10887,1,270.193296
PZE.101218835,1,270.193568
SYN10882,1,270.201629
PZE.101218887,1,270.318124
PZE.101218891,1,270.318299
SYN10889,1,270.319596
PZE.101218895,1,270.320382
SYN10881,1,270.322543
SYN10886,1,270.324017
SYN10883,1,270.324159
PZE.101218900,1,270.324195
SYN10884,1,270.324227
PZE.101218910,1,270.324858
PZE.101218948,1,270.417826
PZE.101218947,1,270.418379
PZE.101218966,1,270.476577
PZE.101219112,1,270.627511
PZE.101219180,1,270.735065
PZE.101219227,1,270.737637
PZE.101219359,1,270.77219
PZE.101219382,1,270.801892
PZE.101219403,1,270.898968
PZE.101219440,1,270.943546
SYN23819,1,270.943765
PZE.101219442,1,270.94395
SYN23818,1,270.949708
SYN23817,1,270.95754
PZE.101219487,1,271.030396
PUT.163a.76013247.3735,1,271.047622
PZE.101219533,1,271.049343
PZE.101219610,1,271.068219
PZE.101219633,1,271.092671
PZE.101219678,1,271.178397
PUT.163a.60352677.2687,1,271.180177
PUT.163a.60344363.2515,1,271.180862
PZE.101219724,1,271.193476
SYN33619,1,271.273487
PZE.101219839,1,271.290336
PZE.101219854,1,271.303031
PZE.101219932,1,271.379784
PZE.101219969,1,271.381261
PZE.101219998,1,271.387216
PZE.101220069,1,271.399277
PZE.101220014,1,271.401357
PZE.101219999,1,271.407941
PZE.101220098,1,271.693967
PZE.101220121,1,271.747823
PZE.101220149,1,271.81655
PZE.101220221,1,271.829654
PZE.101220286,1,271.833666
PZE.101220301,1,271.835121
PZE.101220335,1,271.862718
PZE.101220338,1,271.862778
SYN15412,1,271.980047
SYN15413,1,271.980062
PZE.101220442,1,272.036699
PZE.101220452,1,272.039521
PZE.101220456,1,272.040613
SYN14421,1,272.286645
SYN14418,1,272.287105
SYN14423,1,272.287169
SYN8073,1,272.417013
SYN8076,1,272.418671
SYN8077,1,272.418685
SYN8075,1,272.419666
PZE.101221207,1,272.509323
PZE.101221171,1,272.5219
PZE.101221278,1,272.621824
PZE.101221319,1,272.639441
SYN19813,1,272.642183
SYN19814,1,272.642246
SYN19808,1,272.642849
PZE.101221583,1,272.899295
SYN33763,1,272.901843
SYN33767,1,272.904377
SYN33764,1,272.904619
PZE.101221555,1,272.904797
SYN33765,1,272.909318
SYN33769,1,272.938381
SYN33770,1,272.941324
SYN31236,1,273.003857
SYN31239,1,273.005961
PZE.101221649,1,273.006027
PZE.101221651,1,273.006328
SYN20561,1,273.158773
SYN20567,1,273.160141
SYN20580,1,273.160294
SYN20568,1,273.162893
PZE.101221762,1,273.163316
SYN20583,1,273.166774
SYN20573,1,273.167777
PZE.101221874,1,273.16866
PZE.101221971,1,273.298936
PZE.101222116,1,273.366054
SYN37526,1,273.37405
PZE.101222195,1,273.403138
PZE.101222233,1,273.407362
PZE.101222240,1,273.40902
PZE.101222284,1,273.441697
PZE.101222331,1,273.512605
PZE.101222337,1,273.516969
PZE.101222398,1,273.742332
PZE.101222419,1,273.744417
PZE.101222445,1,273.760068
PZE.101222512,1,273.770214
PZE.101222530,1,273.846557
PZE.101222554,1,273.849037
SYN20140,1,273.852556
SYN20137,1,273.852595
SYN20125,1,273.853416
SYN20135,1,273.853839
SYN6592,1,273.915966
PZE.101222675,1,273.932863
PZE.101222687,1,273.933176
SYN6589,1,274.051331
SYN6590,1,274.052102
SYN19889,1,274.128839
SYN19888,1,274.129066
SYN19890,1,274.129407
SYN19891,1,274.13105
PZE.101222852,1,274.13311
PZE.101222913,1,274.31486
SYN3078,1,274.477774
PZE.101223111,1,274.484337
PZE.101223251,1,274.547536
PZE.101223315,1,274.551558
SYN30528,1,274.598712
PZA00698.4,1,274.59877
SYN19653,1,274.776387
SYN19650,1,274.778439
PZE.101223466,1,274.789614
SYN19652,1,274.78987
SYN19651,1,274.789931
SYN19647,1,274.790166
SYN19648,1,274.801464
SYN19655,1,274.802949
PZE.101223740,1,274.944618
SYN11652,1,274.951319
SYN11664,1,275.004275
SYN11665,1,275.004301
SYN11656,1,275.005131
SYN11661,1,275.009282
PZE.101223850,1,275.011999
PZE.101223875,1,275.014934
PZE.101224017,1,275.05769
SYN2652,1,275.094778
SYN2650,1,275.099315
SYN2651,1,275.100815
SYN11880,1,275.114725
PZE.101224367,1,275.114966
PZE.101224432,1,275.155464
PZE.101224439,1,275.157884
SYN11882,1,275.216974
PZE.101224534,1,275.291352
SYN19136,1,275.316141
SYN19135,1,275.316274
SYN19133,1,275.316909
SYN19137,1,275.316984
SYN19138,1,275.316987
SYN19130,1,275.330979
PZE.101224626,1,275.421029
SYN34115,1,275.451439
SYN34118,1,275.452274
SYN34114,1,275.45246
PZE.101224897,1,275.651999
SYN3072,1,275.735828
PZE.101225057,1,275.736064
PZE.101225065,1,275.739501
SYN3069,1,275.740091
PZE.101225068,1,275.740678
PZE.101225069,1,275.740719
PZE.101225078,1,275.742825
PZE.101225113,1,275.749672
PZE.101225132,1,275.755962
SYN3067,1,275.759786
PZE.101225240,1,275.772773
PZE.101225496,1,275.847194
PZE.101225570,1,275.933567
PZE.101225664,1,276.049202
SYN27641,1,276.051089
PUT.163a.16919241.1005,1,276.142711
SYN37453,1,276.178429
PZE.101225728,1,276.185621
SYN37460,1,276.270969
PZE.101225822,1,276.316897
SYN16701,1,276.374877
SYN16698,1,276.374901
SYN16700,1,276.375169
SYN16699,1,276.375175
SYN16688,1,276.392309
PZE.101226279,1,276.395077
SYN16691,1,276.409966
SYN16694,1,276.424343
PZE.101226356,1,276.484191
PZE.101226363,1,276.485027
SYN16689,1,276.498002
PZE.101226427,1,276.504999
PZE.101226516,1,276.606363
SYN2975,1,276.608581
SYN12818,1,276.747424
SYN12826,1,276.759166
SYN12811,1,276.759315
SYN12812,1,276.759627
SYN12823,1,276.759693
SYN12825,1,276.759704
PZE.101226633,1,276.762732
SYN12814,1,276.767206
SYN12817,1,276.768908
PZE.101226711,1,276.877699
SYN24947,1,276.881003
SYN24948,1,276.881473
PZE.101226725,1,276.883156
PZE.101227048,1,277.048901
PZE.101226968,1,277.055884
SYN16769,1,277.059854
SYN16767,1,277.063421
SYN16766,1,277.063596
SYN16764,1,277.086316
PZE.101227145,1,277.218536
PZE.101227243,1,277.294056
PZE.101227262,1,277.377638
PZD00039.1,1,277.377688
PZD00039.4,1,277.377769
PZD00039.2,1,277.378005
PZD00039.3,1,277.378737
PZE.101227275,1,277.392415
SYN13804,1,277.652483
PZE.101227493,1,277.665216
SYN13809,1,277.666887
SYN13802,1,277.667956
PZA01978.23,1,277.66843
SYN13805,1,277.669069
PZE.101227723,1,277.916466
SYN38196,1,277.917202
SYN19257,1,278.093435
SYN19255,1,278.101525
SYN19258,1,278.10166
SYN19259,1,278.114049
SYN19261,1,278.114287
SYN7730,1,278.196651
SYN7732,1,278.197547
SYN7733,1,278.197595
SYN7728,1,278.197937
SYNGENTA1190,1,278.255675
PZE.101228240,1,278.257856
PZE.101228277,1,278.262671
SYN357,1,278.418864
SYN351,1,278.423737
PZE.101228519,1,278.51809
PZE.101228665,1,278.576272
SYN32120,1,278.577783
PZE.101228673,1,278.579349
SYN32122,1,278.579646
PUT.163a.74241827.3666,1,278.581404
SYN27226,1,278.582806
SYN27227,1,278.592956
PZE.101228783,1,278.669784
SYN27229,1,278.672567
PZE.101228874,1,278.67394
PZE.101228961,1,278.690193
PZE.101229013,1,278.718733
PZE.101229107,1,278.734511
PZE.101229026,1,278.778348
PZE.101229195,1,278.975542
SYN13726,1,279.073863
PZE.101229323,1,279.135159
SYN21677,1,279.187177
PZE.101229632,1,279.244755
PZE.101229654,1,279.251678
PZE.101229795,1,279.336198
PZE.101229810,1,279.339569
PZE.101229884,1,279.477332
PZE.101229904,1,279.480347
SYN230,1,279.485276
SYN237,1,279.541884
PZE.101230031,1,279.622311
PZE.101230046,1,279.625477
PZE.101230194,1,279.633524
SYN2725,1,279.638107
SYN2731,1,279.642232
SYN2730,1,279.642355
SYN2729,1,279.642527
SYN2732,1,279.642905
SYN2733,1,279.642972
SYN2728,1,279.643094
SYN2726,1,279.692821
SYN2727,1,279.692942
PZE.101230411,1,279.694359
PZE.101230537,1,279.746487
PUT.163a.71305340.3083,1,279.748657
PUT.163a.71305340.3082,1,279.748685
PUT.163a.71305340.3084,1,279.748828
PZE.101230775,1,279.942368
SYN3293,1,279.965536
SYN33901,1,280.160688
SYN27285,1,280.284964
PZE.101231475,1,280.409089
PZE.101231477,1,280.409339
PZE.101231613,1,280.446487
PZE.101231574,1,280.4477
SYN2848,1,280.648015
SYN2841,1,280.648108
SYN2851,1,280.648308
SYN2845,1,280.648321
SYN2844,1,280.648535
PZE.101231817,1,280.700688
PZE.101231826,1,280.704023
SYN2847,1,280.750951
SYN2849,1,280.751005
SYN2852,1,280.751341
SYN2850,1,280.751371
SYN2843,1,280.75144
SYN15586,1,280.772887
PZE.101231883,1,280.773022
PZE.101231891,1,280.777991
PZE.101231970,1,280.781155
SYN25211,1,281.043234
PZE.101232381,1,281.045649
SYN32979,1,281.136743
PZE.101232549,1,281.13678
PZE.101232581,1,281.138701
SYN32976,1,281.139424
SYN32982,1,281.231832
PZE.101232969,1,281.232403
SYN14227,1,281.233313
SYN14225,1,281.233317
SYN14223,1,281.233558
PZE.101233035,1,281.236869
SYN14224,1,281.272644
PZE.101233132,1,281.389315
PZE.101233231,1,281.402444
PZE.101233241,1,281.403747
PZE.101233287,1,281.584099
PZE.101233315,1,281.592314
PZE.101233364,1,281.59335
PZE.101233411,1,281.600027
PZE.101233418,1,281.658309
SYN2051,1,281.712155
SYN2052,1,281.712602
SYN2048,1,281.714642
SYN2055,1,281.715007
SYN2049,1,281.731919
PZA03188.3,1,281.776836
PZE.101233856,1,281.777268
PZE.101233861,1,281.777547
PZE.101233865,1,281.888059
PZE.101233950,1,281.896359
PZE.101233963,1,281.902409
PZE.101233966,1,281.903272
SYN14776,1,281.934627
SYN14771,1,281.956656
PUT.163a.31997542.2011,1,282.019811
PUT.163a.31997542.2015,1,282.019866
SYN10352,1,282.536608
SYN10362,1,282.538368
SYN10351,1,282.538603
PZE.101234638,1,282.538661
PZE.101234718,1,282.54153
SYN10359,1,282.596243
SYN10346,1,282.596904
SYN10360,1,282.59796
SYN10358,1,282.597963
SYN10349,1,282.598379
SYN10350,1,282.605756
SYN10348,1,282.606095
SYN10347,1,282.607423
SYN255,1,282.736645
SYN254,1,282.748903
SYN5995,1,282.8129
SYN5994,1,282.81302
SYN5998,1,282.817036
SYN5973,1,282.856784
SYN5985,1,282.858598
SYN5974,1,282.859632
PZA02957.5,1,282.864182
SYN5972,1,282.864346
SYN25412,1,282.967712
SYN25411,1,282.96773
SYN25408,1,282.970641
SYN25406,1,282.970755
SYN25405,1,282.971127
PUT.163a.16925784.1112,1,283.159118
SYN34904,1,283.15932
SYN34903,1,283.1604
SYN34908,1,283.160495
SYN34905,1,283.161742
PZE.101235483,1,283.256886
SYN9845,1,283.262586
SYN9848,1,283.278041
SYN9847,1,283.324561
PZE.101235826,1,283.434881
PZE.101235865,1,283.501822
PZE.101236049,1,283.616388
SYN8672,1,283.671705
SYN8681,1,283.671863
SYN8671,1,283.67214
SYN8680,1,283.6725
SYN8677,1,283.672738
SYN8678,1,283.673099
PZE.101236182,1,283.673655
SYN8669,1,283.673993
PUT.163a.88747038.4526,1,283.933565
PUT.163a.76287817.3909,1,283.934355
PUT.163a.71301715.3073,1,284.081288
SYN28682,1,284.082216
SYN28680,1,284.082243
SYN28683,1,284.083123
SYN28681,1,284.083134
ZM013340.0438,1,284.130183
PZE.101236600,1,284.571775
PZE.101236759,1,285.120752
PUT.163a.71332426.3197,1,285.13281
PUT.163a.60401045.3037,1,285.13284
PZE.101236848,1,285.135035
SYN20055,1,285.139918
SYN20061,1,285.140554
SYN20050,1,285.142355
SYN20053,1,285.142487
SYN20058,1,285.142678
SYN20048,1,285.18247
SYN20060,1,285.19605
SYN20047,1,285.196272
SYN20044,1,285.196553
SYN20051,1,285.197981
SYN20056,1,285.198958
SYN20057,1,285.198975
SYN20067,1,285.199114
SYN20066,1,285.199146
SYN20042,1,285.204438
SYNGENTA10214,1,285.20871
SYN9120,1,285.209594
SYN9114,1,285.21536
SYN9117,1,285.280747
PZE.101237390,1,285.288568
PUT.163a.78122363.4401,1,285.298506
PUT.163a.78122363.4402,1,285.299539
SYN22772,1,285.462093
PZA00245.19,1,285.593224
PZA00245.14,1,285.593335
PZE.101237701,1,285.596272
SYN17566,1,285.599738
PZE.101237862,1,285.602757
PZE.101237912,1,285.711939
SYN439,1,285.84671
SYN441,1,285.847656
SYN440,1,285.853644
SYN438,1,285.854056
SYN443,1,285.854118
ZM013691.0281,1,285.881917
SYNGENTA5989,1,285.882213
SYN21159,1,285.994919
PZE.101238223,1,286.042576
PZE.101238253,1,286.045421
SYN21162,1,286.051335
SYN21161,1,286.051353
PZE.101238451,1,286.192164
PZE.101238646,1,286.31376
SYN32910,1,286.397872
PZE.101238691,1,286.398471
PZE.101238744,1,286.410258
PZE.101238860,1,286.474561
PZE.101238868,1,286.47486
PZE.101238979,1,286.509986
PZB01400.1,1,286.520434
PZB01400.5,1,286.520517
PZE.101239020,1,286.523933
PZB01394.4,1,286.578074
PZB01394.2,1,286.578243
PZE.101239112,1,286.579122
PZE.101239143,1,286.582762
PZE.101239311,1,286.599879
PZE.101239336,1,286.600567
PZE.101239396,1,286.726652
PZE.101239465,1,286.738845
SYN12714,1,286.740838
SYN25667,1,286.781824
ZM012259.0595,1,286.782488
SYN25673,1,286.783803
SYN38900,1,286.916858
SYN38906,1,286.920561
SYN38913,1,286.921063
SYN38912,1,286.921077
SYN38910,1,286.921641
SYN38914,1,286.922232
SYN38909,1,286.933832
SYN38911,1,287.058882
SYN38901,1,287.061656
SYN38917,1,287.061981
PZE.101240080,1,287.134813
PZE.101240161,1,287.217504
PZB02513.3,1,287.362372
PZB02440.1,1,287.36255
PZB00119.3,1,287.363579
SYN3011,1,287.405352
SYN3018,1,287.405953
SYN3019,1,287.406852
SYN3024,1,287.407103
PZE.101240535,1,287.543465
PZE.101240454,1,287.545412
PZE.101240470,1,287.549687
PZE.101240571,1,287.65377
PZE.101240603,1,287.655413
PZE.101240610,1,287.655675
PZE.101240622,1,287.657754
SYN37680,1,287.666186
PZE.101240731,1,287.774443
PZE.101240759,1,287.777095
SYN37690,1,287.784649
SYN37676,1,287.786274
SYN37685,1,287.786512
SYN37695,1,287.78658
SYN37675,1,287.786911
SYN37678,1,287.787007
SYN37684,1,287.789154
SYN37691,1,287.789226
SYN37693,1,287.789253
SYN37701,1,287.789544
SYN37696,1,287.789625
SYN37677,1,287.789903
SYN37692,1,287.793094
PZA03305.1,1,287.799569
SYN7205,1,287.96108
SYN7204,1,287.962752
SYN7208,1,288.054514
PZE.101241416,1,288.149912
PZE.101241459,1,288.331992
SYN6146,1,288.339508
PZE.101241488,1,288.46291
PZE.101241530,1,288.46513
PZE.101241535,1,288.465752
ZM012173.0545,1,288.562553
SYN3051,1,288.804463
PZE.101242093,1,288.805253
SYNGENTA16364,1,288.813132
SYN12207,1,288.813419
PZE.101242296,1,288.833364
PZE.101242336,1,288.876684
SYN12206,1,288.92554
PUT.163a.78089980.4234,1,288.926112
SYN1964,1,288.931275
SYN31289,1,289.13113
PZE.101242552,1,289.132881
PZE.101242603,1,289.181349
SYN21892,1,289.291849
PZE.101242713,1,289.30722
PZE.101242721,1,289.30965
PZE.101242837,1,289.344677
SYN37548,1,289.350702
PUT.163a.74238957.3642,1,289.405476
PUT.163a.74238957.3640,1,289.405515
PUT.163a.74238957.3641,1,289.405574
PZE.101242961,1,289.408286
PZE.101242964,1,289.409805
SYN14929,1,289.54745
PZE.101243107,1,289.591207
SYN434,1,289.617742
PZE.101243143,1,289.619299
PZE.101243215,1,289.638971
PZE.101243254,1,289.643553
PZE.101243675,1,290.2011
PZE.101243813,1,290.232155
SYN20364,1,290.274567
SYN20359,1,290.274714
SYN20357,1,290.274785
PUT.163a.18179900.1491,1,290.297928
PUT.163a.18179900.1493,1,290.29806
PZE.101244039,1,290.338058
PZE.101244040,1,290.338251
PZE.101244041,1,290.338332
PZE.101244043,1,290.340866
SYNGENTA6906,1,290.368108
SYNGENTA6901,1,290.368444
SYN11158,1,290.378909
SYN11155,1,290.379031
SYN11154,1,290.379431
PZE.101244291,1,290.521858
PZE.101244344,1,290.547
SYN2855,1,290.594724
PUT.163a.110517263.96,1,290.596319
SYN19016,1,290.627942
SYN19017,1,290.627957
PZE.101244646,1,290.7599
SYN37172,1,290.929569
SYN32353,1,291.029134
SYN32352,1,291.032928
PZE.101245369,1,291.175041
PZA03556.2,1,291.17755
PZE.101245557,1,291.59668
PZE.101245575,1,291.610995
PZE.101245578,1,291.618222
PZE.101245587,1,291.629304
PZE.101245640,1,291.636225
SYN33501,1,291.727682
SYN33499,1,291.800909
SYN27559,1,291.864105
SYN27560,1,291.938209
PZE.101245939,1,291.968437
ZM012324.0461,1,291.972442
